message_id,campaign_id,client_id,channel,sent_at,status
544,1,1966,push,2025-03-02 16:00:00,delivered
545,1,1148,push,2025-03-02 18:00:00,delivered
546,1,365,push,2025-03-02 19:00:00,bounced
547,1,1301,push,2025-03-02 10:00:00,bounced
548,1,2923,push,2025-03-02 09:00:00,delivered
549,1,2537,push,2025-03-02 12:00:00,delivered
550,1,2178,push,2025-03-01 14:00:00,delivered
551,1,1494,push,2025-03-02 19:00:00,delivered
552,1,332,push,2025-03-02 19:00:00,delivered
553,1,1858,push,2025-03-01 19:00:00,delivered
554,1,1844,push,2025-03-02 13:00:00,delivered
555,1,1004,push,2025-03-02 09:00:00,delivered
556,1,1847,push,2025-03-02 18:00:00,delivered
557,1,1230,push,2025-03-01 11:00:00,bounced
558,1,1298,push,2025-03-02 14:00:00,delivered
559,1,1687,push,2025-03-01 09:00:00,delivered
560,1,966,push,2025-03-01 09:00:00,delivered
561,1,385,push,2025-03-02 16:00:00,delivered
562,1,2926,push,2025-03-01 13:00:00,delivered
563,1,2958,push,2025-03-02 17:00:00,delivered
564,1,1664,push,2025-03-01 08:00:00,delivered
565,1,2726,push,2025-03-01 17:00:00,delivered
566,1,108,push,2025-03-02 19:00:00,delivered
567,1,409,push,2025-03-01 09:00:00,delivered
568,1,1118,push,2025-03-02 08:00:00,delivered
569,1,740,push,2025-03-01 11:00:00,delivered
570,1,2892,push,2025-03-01 13:00:00,delivered
571,1,2250,push,2025-03-02 19:00:00,delivered
572,1,1990,push,2025-03-01 19:00:00,delivered
573,1,2309,push,2025-03-01 14:00:00,delivered
574,1,1523,push,2025-03-02 09:00:00,bounced
575,1,319,push,2025-03-02 13:00:00,delivered
576,1,1662,push,2025-03-01 15:00:00,delivered
577,1,772,push,2025-03-01 17:00:00,delivered
578,1,2073,push,2025-03-02 17:00:00,delivered
579,1,2164,push,2025-03-01 10:00:00,delivered
580,1,1653,push,2025-03-01 12:00:00,delivered
581,1,2937,push,2025-03-02 18:00:00,delivered
582,1,1219,push,2025-03-01 18:00:00,delivered
583,1,1516,push,2025-03-02 17:00:00,delivered
584,1,2927,push,2025-03-02 11:00:00,delivered
585,1,2546,push,2025-03-02 10:00:00,delivered
586,1,622,push,2025-03-02 17:00:00,delivered
587,1,33,push,2025-03-01 11:00:00,delivered
588,1,2548,push,2025-03-02 08:00:00,delivered
589,1,2140,push,2025-03-01 18:00:00,delivered
590,1,1719,push,2025-03-01 16:00:00,delivered
591,1,2432,push,2025-03-02 17:00:00,delivered
592,1,2599,push,2025-03-01 14:00:00,delivered
593,1,254,push,2025-03-01 12:00:00,delivered
594,1,1751,push,2025-03-02 17:00:00,delivered
595,1,1505,push,2025-03-01 19:00:00,delivered
596,1,1423,push,2025-03-01 17:00:00,delivered
597,1,865,push,2025-03-02 11:00:00,delivered
598,1,1326,push,2025-03-01 12:00:00,delivered
599,1,352,push,2025-03-02 13:00:00,delivered
600,1,2663,push,2025-03-02 10:00:00,delivered
601,1,2947,push,2025-03-02 13:00:00,delivered
602,1,1704,push,2025-03-02 11:00:00,delivered
603,1,950,push,2025-03-01 13:00:00,delivered
604,1,2396,push,2025-03-01 14:00:00,bounced
605,1,1969,push,2025-03-02 11:00:00,delivered
606,1,275,push,2025-03-01 18:00:00,delivered
607,1,1289,push,2025-03-02 18:00:00,delivered
608,1,471,push,2025-03-01 10:00:00,bounced
609,1,1553,push,2025-03-02 14:00:00,delivered
610,1,2910,push,2025-03-02 17:00:00,delivered
611,1,2885,push,2025-03-02 08:00:00,delivered
612,1,1737,push,2025-03-02 15:00:00,delivered
613,1,238,push,2025-03-01 13:00:00,delivered
614,1,1419,push,2025-03-01 17:00:00,delivered
615,1,412,push,2025-03-01 09:00:00,delivered
616,1,714,push,2025-03-01 10:00:00,delivered
617,1,1517,push,2025-03-01 08:00:00,delivered
618,1,2390,push,2025-03-02 13:00:00,delivered
619,1,1032,push,2025-03-02 10:00:00,delivered
620,1,2485,push,2025-03-02 09:00:00,delivered
621,1,1036,push,2025-03-01 15:00:00,delivered
622,1,2384,push,2025-03-01 16:00:00,delivered
623,1,1546,push,2025-03-02 18:00:00,delivered
624,1,2621,push,2025-03-01 09:00:00,delivered
625,1,1967,push,2025-03-01 17:00:00,bounced
626,1,1665,push,2025-03-01 19:00:00,delivered
627,1,713,push,2025-03-02 08:00:00,bounced
628,1,2740,push,2025-03-02 19:00:00,delivered
629,1,2669,push,2025-03-01 09:00:00,delivered
630,1,299,push,2025-03-01 15:00:00,delivered
631,1,2802,push,2025-03-01 16:00:00,delivered
632,1,2683,push,2025-03-01 08:00:00,delivered
633,1,90,push,2025-03-02 14:00:00,delivered
634,1,1639,push,2025-03-01 10:00:00,delivered
635,1,2694,push,2025-03-01 09:00:00,delivered
636,1,2907,push,2025-03-01 14:00:00,delivered
637,1,1812,push,2025-03-02 17:00:00,delivered
638,1,125,push,2025-03-01 12:00:00,delivered
639,1,2057,push,2025-03-01 11:00:00,delivered
640,1,1617,push,2025-03-02 15:00:00,delivered
641,1,304,push,2025-03-02 09:00:00,delivered
642,1,1477,push,2025-03-02 18:00:00,delivered
643,1,2422,push,2025-03-01 13:00:00,delivered
644,1,2354,push,2025-03-02 08:00:00,delivered
645,1,760,push,2025-03-02 13:00:00,delivered
646,1,1622,push,2025-03-01 11:00:00,delivered
647,1,1746,push,2025-03-02 09:00:00,delivered
648,1,586,push,2025-03-01 18:00:00,delivered
649,1,631,push,2025-03-01 09:00:00,delivered
650,1,1733,push,2025-03-02 14:00:00,delivered
651,1,1818,push,2025-03-02 14:00:00,delivered
652,1,224,push,2025-03-02 19:00:00,delivered
653,1,1515,push,2025-03-01 18:00:00,delivered
654,1,2111,push,2025-03-01 16:00:00,delivered
655,1,2689,push,2025-03-02 11:00:00,delivered
656,1,2387,push,2025-03-01 15:00:00,delivered
657,1,2366,push,2025-03-01 11:00:00,delivered
658,1,394,push,2025-03-01 14:00:00,delivered
659,1,70,push,2025-03-01 09:00:00,bounced
660,1,2570,push,2025-03-02 14:00:00,delivered
661,1,2493,push,2025-03-02 11:00:00,delivered
662,1,2415,push,2025-03-02 18:00:00,bounced
663,1,1774,push,2025-03-01 08:00:00,delivered
664,1,642,push,2025-03-01 17:00:00,delivered
665,1,2535,push,2025-03-02 16:00:00,delivered
666,1,119,push,2025-03-02 12:00:00,delivered
667,1,2392,push,2025-03-02 13:00:00,delivered
668,1,67,push,2025-03-01 19:00:00,delivered
669,1,1867,push,2025-03-01 19:00:00,delivered
670,1,475,push,2025-03-01 08:00:00,delivered
671,1,918,push,2025-03-01 13:00:00,delivered
672,1,2964,push,2025-03-01 09:00:00,delivered
673,1,2326,push,2025-03-02 17:00:00,delivered
674,1,1761,push,2025-03-02 09:00:00,delivered
675,1,2902,push,2025-03-01 15:00:00,delivered
676,1,160,push,2025-03-01 10:00:00,delivered
677,1,1111,push,2025-03-02 17:00:00,bounced
678,1,2439,push,2025-03-01 19:00:00,delivered
679,1,2882,push,2025-03-01 11:00:00,delivered
680,1,2959,push,2025-03-01 11:00:00,delivered
681,1,1928,push,2025-03-02 08:00:00,delivered
682,1,2050,push,2025-03-02 08:00:00,delivered
683,1,2013,push,2025-03-01 15:00:00,delivered
684,1,2298,push,2025-03-01 11:00:00,delivered
685,1,236,push,2025-03-01 13:00:00,delivered
686,1,1598,push,2025-03-02 10:00:00,delivered
687,1,49,push,2025-03-02 13:00:00,delivered
688,1,2992,push,2025-03-02 09:00:00,delivered
689,1,2431,push,2025-03-01 18:00:00,delivered
690,1,15,push,2025-03-02 16:00:00,delivered
691,1,1399,push,2025-03-02 17:00:00,delivered
692,1,2305,push,2025-03-02 12:00:00,delivered
693,1,372,push,2025-03-01 11:00:00,delivered
694,1,2933,push,2025-03-01 10:00:00,delivered
695,1,709,push,2025-03-02 17:00:00,delivered
696,1,400,push,2025-03-01 18:00:00,delivered
697,1,2714,push,2025-03-01 10:00:00,delivered
698,1,717,push,2025-03-02 19:00:00,delivered
699,1,1947,push,2025-03-02 10:00:00,delivered
700,1,1509,push,2025-03-01 11:00:00,delivered
701,1,2022,push,2025-03-02 18:00:00,delivered
702,1,294,push,2025-03-02 14:00:00,delivered
703,1,1843,push,2025-03-01 12:00:00,delivered
704,1,461,push,2025-03-02 19:00:00,delivered
705,1,1989,push,2025-03-02 12:00:00,delivered
706,1,1860,push,2025-03-01 10:00:00,delivered
707,1,545,push,2025-03-02 19:00:00,delivered
708,1,1943,push,2025-03-01 08:00:00,delivered
709,1,1333,push,2025-03-01 19:00:00,delivered
710,1,2121,push,2025-03-01 15:00:00,delivered
711,1,1534,push,2025-03-02 18:00:00,delivered
712,1,1186,push,2025-03-02 18:00:00,delivered
713,1,477,push,2025-03-02 18:00:00,delivered
714,1,928,push,2025-03-01 18:00:00,delivered
715,1,2065,push,2025-03-01 17:00:00,delivered
716,1,1133,push,2025-03-01 11:00:00,delivered
717,1,660,push,2025-03-01 13:00:00,delivered
718,1,2206,push,2025-03-01 10:00:00,delivered
719,1,890,push,2025-03-02 18:00:00,delivered
720,1,638,push,2025-03-02 15:00:00,delivered
721,1,1361,push,2025-03-02 11:00:00,delivered
722,1,2232,push,2025-03-02 18:00:00,delivered
723,1,2278,push,2025-03-02 18:00:00,delivered
724,1,1786,push,2025-03-01 13:00:00,delivered
725,1,1386,push,2025-03-01 10:00:00,delivered
726,1,1344,push,2025-03-01 17:00:00,delivered
727,1,257,push,2025-03-02 12:00:00,bounced
728,1,521,push,2025-03-02 19:00:00,delivered
729,1,1031,push,2025-03-02 17:00:00,delivered
730,1,164,push,2025-03-02 15:00:00,delivered
731,1,969,push,2025-03-02 19:00:00,delivered
732,1,1072,push,2025-03-02 12:00:00,delivered
733,1,617,push,2025-03-01 19:00:00,delivered
734,1,309,push,2025-03-01 14:00:00,delivered
735,1,410,push,2025-03-01 09:00:00,delivered
736,1,2528,push,2025-03-01 17:00:00,delivered
737,1,2486,push,2025-03-01 12:00:00,delivered
738,1,1495,push,2025-03-01 08:00:00,delivered
739,1,296,push,2025-03-02 10:00:00,delivered
740,1,165,push,2025-03-02 11:00:00,delivered
741,1,1853,push,2025-03-01 14:00:00,delivered
742,1,386,push,2025-03-02 08:00:00,delivered
743,1,733,push,2025-03-01 15:00:00,delivered
744,1,345,push,2025-03-02 09:00:00,delivered
745,1,2001,push,2025-03-01 19:00:00,delivered
746,1,408,push,2025-03-02 12:00:00,delivered
747,1,763,push,2025-03-01 18:00:00,delivered
748,1,1650,push,2025-03-01 10:00:00,delivered
749,1,1246,push,2025-03-01 09:00:00,delivered
750,1,2783,push,2025-03-01 15:00:00,delivered
751,1,501,push,2025-03-02 11:00:00,delivered
752,1,1660,push,2025-03-01 16:00:00,delivered
753,1,937,push,2025-03-01 09:00:00,delivered
754,1,75,push,2025-03-02 12:00:00,delivered
755,1,614,push,2025-03-01 15:00:00,delivered
756,1,998,push,2025-03-02 19:00:00,delivered
757,1,1524,push,2025-03-01 16:00:00,delivered
758,1,981,push,2025-03-02 16:00:00,delivered
759,1,1227,push,2025-03-01 14:00:00,delivered
760,1,2596,push,2025-03-01 08:00:00,delivered
761,1,1548,push,2025-03-01 09:00:00,delivered
762,1,1222,push,2025-03-01 10:00:00,delivered
763,1,1396,push,2025-03-01 10:00:00,delivered
764,1,1715,push,2025-03-01 10:00:00,delivered
765,1,1874,push,2025-03-02 11:00:00,delivered
766,1,919,push,2025-03-01 12:00:00,delivered
767,1,977,push,2025-03-01 12:00:00,delivered
768,1,685,push,2025-03-02 10:00:00,delivered
769,1,1769,push,2025-03-02 16:00:00,delivered
770,1,2033,push,2025-03-02 13:00:00,delivered
771,1,1703,push,2025-03-02 17:00:00,delivered
772,1,1932,push,2025-03-02 14:00:00,delivered
773,1,216,push,2025-03-02 18:00:00,delivered
774,1,1643,push,2025-03-01 18:00:00,delivered
775,1,943,push,2025-03-01 11:00:00,delivered
776,1,1327,push,2025-03-01 09:00:00,delivered
777,1,2270,push,2025-03-02 18:00:00,delivered
778,1,2525,push,2025-03-01 11:00:00,delivered
779,1,2538,push,2025-03-02 09:00:00,delivered
780,1,1946,push,2025-03-01 17:00:00,delivered
781,1,2928,push,2025-03-01 11:00:00,delivered
782,1,829,push,2025-03-02 11:00:00,delivered
783,1,1549,push,2025-03-02 10:00:00,delivered
784,1,2507,push,2025-03-02 18:00:00,delivered
785,1,1115,push,2025-03-01 16:00:00,delivered
786,1,1709,push,2025-03-01 11:00:00,delivered
787,1,1374,push,2025-03-02 11:00:00,delivered
788,1,1690,push,2025-03-02 11:00:00,delivered
789,1,1113,push,2025-03-02 14:00:00,delivered
790,1,543,push,2025-03-02 16:00:00,bounced
791,1,2856,push,2025-03-02 11:00:00,delivered
792,1,1918,push,2025-03-02 11:00:00,delivered
793,1,2193,push,2025-03-02 16:00:00,delivered
794,1,860,push,2025-03-01 08:00:00,delivered
795,1,397,push,2025-03-01 10:00:00,delivered
796,1,2438,push,2025-03-01 19:00:00,delivered
797,1,1182,push,2025-03-01 19:00:00,delivered
798,1,1562,push,2025-03-01 08:00:00,delivered
799,1,1240,push,2025-03-01 11:00:00,delivered
800,1,103,push,2025-03-01 09:00:00,delivered
801,1,1652,push,2025-03-02 16:00:00,delivered
802,1,1752,push,2025-03-02 19:00:00,delivered
803,1,2593,push,2025-03-01 16:00:00,delivered
804,1,167,push,2025-03-01 12:00:00,delivered
805,1,1007,push,2025-03-01 18:00:00,delivered
806,1,1748,push,2025-03-01 08:00:00,delivered
807,1,107,push,2025-03-02 15:00:00,delivered
808,1,448,push,2025-03-01 09:00:00,delivered
809,1,2104,push,2025-03-02 13:00:00,delivered
810,1,655,push,2025-03-01 12:00:00,bounced
811,1,93,push,2025-03-02 13:00:00,delivered
812,1,2749,push,2025-03-01 13:00:00,delivered
813,1,2115,push,2025-03-02 14:00:00,delivered
814,1,2941,push,2025-03-02 12:00:00,delivered
815,1,310,push,2025-03-02 13:00:00,delivered
816,1,2361,push,2025-03-02 18:00:00,delivered
817,1,1655,push,2025-03-02 11:00:00,delivered
818,1,2048,push,2025-03-02 16:00:00,delivered
819,1,2692,push,2025-03-01 19:00:00,delivered
820,1,2766,push,2025-03-02 10:00:00,delivered
821,1,2771,push,2025-03-01 12:00:00,delivered
822,1,2873,push,2025-03-01 10:00:00,delivered
823,1,2580,push,2025-03-01 12:00:00,delivered
824,1,1048,push,2025-03-01 14:00:00,delivered
825,1,2712,push,2025-03-02 14:00:00,delivered
826,1,2323,push,2025-03-01 17:00:00,delivered
827,1,2130,push,2025-03-02 14:00:00,delivered
828,1,83,push,2025-03-01 10:00:00,delivered
829,1,2381,push,2025-03-02 12:00:00,delivered
830,1,2110,push,2025-03-01 10:00:00,delivered
831,1,1469,push,2025-03-02 12:00:00,delivered
832,1,16,push,2025-03-01 14:00:00,delivered
833,1,1141,push,2025-03-02 15:00:00,delivered
834,1,1066,push,2025-03-02 11:00:00,delivered
835,1,1035,push,2025-03-02 17:00:00,delivered
836,1,334,push,2025-03-02 12:00:00,delivered
837,1,604,push,2025-03-01 08:00:00,delivered
838,1,1371,push,2025-03-02 14:00:00,delivered
839,1,1085,push,2025-03-01 11:00:00,delivered
840,1,2905,push,2025-03-02 09:00:00,delivered
841,1,1823,push,2025-03-02 08:00:00,delivered
842,1,1269,push,2025-03-02 08:00:00,delivered
843,1,2718,push,2025-03-02 10:00:00,delivered
844,1,2219,push,2025-03-02 12:00:00,delivered
845,1,2609,push,2025-03-02 09:00:00,delivered
846,1,2227,push,2025-03-01 12:00:00,delivered
847,1,983,push,2025-03-02 16:00:00,bounced
848,1,2004,push,2025-03-02 14:00:00,delivered
849,1,978,push,2025-03-01 13:00:00,bounced
850,1,2405,push,2025-03-01 13:00:00,delivered
851,1,1641,push,2025-03-02 16:00:00,delivered
852,1,355,push,2025-03-02 15:00:00,delivered
853,1,2816,push,2025-03-01 08:00:00,delivered
854,1,612,push,2025-03-01 11:00:00,delivered
855,1,2978,push,2025-03-02 10:00:00,delivered
856,1,1780,push,2025-03-01 17:00:00,delivered
857,1,2672,push,2025-03-02 13:00:00,delivered
858,1,1381,push,2025-03-02 10:00:00,delivered
859,1,1588,push,2025-03-01 19:00:00,delivered
860,1,276,push,2025-03-01 11:00:00,delivered
861,1,581,push,2025-03-02 17:00:00,delivered
862,1,2117,push,2025-03-01 15:00:00,delivered
863,1,2325,push,2025-03-01 17:00:00,delivered
864,1,2293,push,2025-03-02 12:00:00,delivered
865,1,2728,push,2025-03-01 12:00:00,delivered
866,1,949,push,2025-03-02 14:00:00,delivered
867,1,2311,push,2025-03-01 08:00:00,delivered
868,1,1620,push,2025-03-02 09:00:00,bounced
869,1,2890,push,2025-03-02 11:00:00,delivered
870,1,2913,push,2025-03-02 18:00:00,delivered
871,1,1835,push,2025-03-01 08:00:00,delivered
872,1,2421,push,2025-03-02 09:00:00,delivered
873,1,2217,push,2025-03-02 12:00:00,delivered
874,1,182,push,2025-03-01 09:00:00,delivered
875,1,782,push,2025-03-02 10:00:00,delivered
876,1,2534,push,2025-03-01 11:00:00,delivered
877,1,719,push,2025-03-01 17:00:00,delivered
878,1,2474,push,2025-03-01 15:00:00,delivered
879,1,1558,push,2025-03-02 16:00:00,delivered
880,1,2861,push,2025-03-01 18:00:00,delivered
881,1,2724,push,2025-03-01 16:00:00,delivered
882,1,26,push,2025-03-01 17:00:00,delivered
883,1,411,push,2025-03-02 15:00:00,delivered
884,1,2149,push,2025-03-01 19:00:00,delivered
885,1,1174,push,2025-03-02 19:00:00,delivered
886,1,2018,push,2025-03-02 08:00:00,delivered
887,1,624,push,2025-03-01 10:00:00,delivered
888,1,2167,push,2025-03-02 13:00:00,delivered
889,1,2915,push,2025-03-01 12:00:00,delivered
890,1,788,push,2025-03-02 09:00:00,delivered
891,1,2286,push,2025-03-02 13:00:00,delivered
892,1,1245,push,2025-03-01 18:00:00,delivered
893,1,2391,push,2025-03-02 12:00:00,delivered
894,1,2894,push,2025-03-01 16:00:00,delivered
895,1,214,push,2025-03-02 13:00:00,delivered
896,1,364,push,2025-03-01 11:00:00,delivered
897,1,2096,push,2025-03-01 19:00:00,delivered
898,1,534,push,2025-03-01 18:00:00,delivered
899,1,1357,push,2025-03-02 19:00:00,delivered
900,1,1249,push,2025-03-01 10:00:00,delivered
901,1,1673,push,2025-03-02 13:00:00,delivered
902,1,588,push,2025-03-01 13:00:00,delivered
903,1,446,push,2025-03-02 17:00:00,delivered
904,1,2555,push,2025-03-02 17:00:00,delivered
905,1,2342,push,2025-03-01 18:00:00,delivered
906,1,2327,push,2025-03-01 10:00:00,delivered
907,1,1412,push,2025-03-02 17:00:00,delivered
908,1,2756,push,2025-03-02 14:00:00,delivered
909,1,906,push,2025-03-02 09:00:00,delivered
910,1,749,push,2025-03-01 12:00:00,delivered
911,1,1982,push,2025-03-01 09:00:00,delivered
912,1,2793,push,2025-03-01 11:00:00,delivered
913,1,2697,push,2025-03-02 15:00:00,delivered
914,1,1135,push,2025-03-01 17:00:00,delivered
915,1,2107,push,2025-03-02 14:00:00,delivered
916,1,2282,push,2025-03-01 13:00:00,delivered
917,1,1632,push,2025-03-02 16:00:00,delivered
918,1,1580,push,2025-03-02 17:00:00,delivered
919,1,1596,push,2025-03-01 16:00:00,delivered
920,1,745,push,2025-03-02 12:00:00,delivered
921,1,1458,push,2025-03-01 15:00:00,delivered
922,1,2289,push,2025-03-01 14:00:00,delivered
923,1,1522,push,2025-03-02 15:00:00,delivered
924,1,673,push,2025-03-02 13:00:00,delivered
925,1,253,push,2025-03-01 19:00:00,delivered
926,1,1367,push,2025-03-02 08:00:00,delivered
927,1,704,push,2025-03-01 17:00:00,delivered
928,1,100,push,2025-03-01 16:00:00,delivered
929,1,2946,push,2025-03-01 14:00:00,delivered
930,1,1528,push,2025-03-02 10:00:00,delivered
931,1,1985,push,2025-03-02 14:00:00,delivered
932,1,1497,push,2025-03-02 11:00:00,delivered
933,1,1567,push,2025-03-02 16:00:00,delivered
934,1,312,push,2025-03-02 11:00:00,delivered
935,1,2579,push,2025-03-01 17:00:00,delivered
936,1,2567,push,2025-03-01 18:00:00,delivered
937,1,2216,push,2025-03-02 17:00:00,delivered
938,1,1833,push,2025-03-02 17:00:00,delivered
939,1,1538,push,2025-03-02 10:00:00,delivered
940,1,95,push,2025-03-02 18:00:00,delivered
941,1,648,push,2025-03-01 17:00:00,delivered
942,1,1789,push,2025-03-01 13:00:00,delivered
943,1,2116,push,2025-03-02 15:00:00,delivered
944,1,2385,push,2025-03-01 18:00:00,delivered
945,1,1945,push,2025-03-02 19:00:00,bounced
946,1,1146,push,2025-03-02 19:00:00,delivered
947,1,1788,push,2025-03-01 12:00:00,delivered
948,1,1167,push,2025-03-01 16:00:00,delivered
949,1,961,push,2025-03-02 11:00:00,delivered
950,1,413,push,2025-03-01 10:00:00,delivered
951,1,1671,push,2025-03-01 16:00:00,delivered
952,1,2208,push,2025-03-02 09:00:00,delivered
953,1,2089,push,2025-03-02 19:00:00,delivered
954,1,2513,push,2025-03-02 18:00:00,delivered
955,1,759,push,2025-03-02 16:00:00,delivered
956,1,1894,push,2025-03-01 17:00:00,delivered
957,1,1296,push,2025-03-01 13:00:00,delivered
958,1,158,push,2025-03-02 10:00:00,delivered
959,1,771,push,2025-03-01 15:00:00,delivered
960,1,2700,push,2025-03-02 12:00:00,delivered
961,1,650,push,2025-03-01 10:00:00,delivered
962,1,724,push,2025-03-02 15:00:00,delivered
963,1,737,push,2025-03-01 13:00:00,delivered
964,1,630,push,2025-03-02 12:00:00,delivered
965,1,2799,push,2025-03-02 16:00:00,delivered
966,1,2258,push,2025-03-01 14:00:00,delivered
967,1,1127,push,2025-03-01 13:00:00,delivered
968,1,2458,push,2025-03-02 17:00:00,delivered
969,1,2777,push,2025-03-01 17:00:00,delivered
970,1,1310,push,2025-03-02 17:00:00,delivered
971,1,2681,push,2025-03-01 12:00:00,delivered
972,1,2916,push,2025-03-02 12:00:00,delivered
973,1,892,push,2025-03-01 17:00:00,delivered
974,1,169,push,2025-03-02 19:00:00,delivered
975,1,1382,push,2025-03-01 14:00:00,delivered
976,1,1028,push,2025-03-01 14:00:00,delivered
977,1,1276,push,2025-03-01 19:00:00,delivered
978,1,2152,push,2025-03-02 17:00:00,delivered
979,1,1239,push,2025-03-01 08:00:00,delivered
980,1,2979,push,2025-03-02 15:00:00,bounced
981,1,731,push,2025-03-02 08:00:00,delivered
982,1,2244,push,2025-03-02 08:00:00,delivered
983,1,2662,push,2025-03-02 12:00:00,delivered
984,1,1264,push,2025-03-02 18:00:00,delivered
985,1,384,push,2025-03-01 15:00:00,delivered
986,1,2134,push,2025-03-02 14:00:00,delivered
987,1,870,push,2025-03-02 11:00:00,delivered
988,1,2315,push,2025-03-01 18:00:00,delivered
989,1,335,push,2025-03-02 14:00:00,delivered
990,1,1431,push,2025-03-01 18:00:00,delivered
991,1,144,push,2025-03-01 11:00:00,bounced
992,1,171,push,2025-03-02 14:00:00,delivered
993,1,2000,push,2025-03-01 15:00:00,delivered
994,1,246,push,2025-03-02 15:00:00,delivered
995,1,2601,push,2025-03-02 19:00:00,delivered
996,1,1557,push,2025-03-02 11:00:00,delivered
997,1,1356,push,2025-03-02 17:00:00,delivered
998,1,1877,push,2025-03-02 11:00:00,delivered
999,1,317,push,2025-03-01 17:00:00,delivered
1000,1,205,push,2025-03-01 10:00:00,delivered
1001,1,2747,push,2025-03-01 14:00:00,delivered
1002,1,528,push,2025-03-02 18:00:00,delivered
1003,1,350,push,2025-03-02 10:00:00,delivered
1004,1,1571,push,2025-03-01 15:00:00,delivered
1005,1,1539,push,2025-03-01 14:00:00,delivered
1006,1,1175,push,2025-03-01 15:00:00,delivered
1007,1,2082,push,2025-03-02 08:00:00,delivered
1008,1,1559,push,2025-03-02 10:00:00,delivered
1009,1,775,push,2025-03-01 12:00:00,delivered
1010,1,1201,push,2025-03-02 13:00:00,delivered
1011,1,1920,push,2025-03-02 08:00:00,delivered
1012,1,1103,push,2025-03-02 08:00:00,delivered
1013,1,1181,push,2025-03-02 10:00:00,delivered
1014,1,1828,push,2025-03-01 12:00:00,delivered
1015,1,495,push,2025-03-01 16:00:00,delivered
1016,1,2852,push,2025-03-02 15:00:00,delivered
1017,1,128,push,2025-03-02 08:00:00,delivered
1018,1,256,push,2025-03-02 13:00:00,delivered
1019,1,2480,push,2025-03-02 16:00:00,delivered
1020,1,1999,push,2025-03-01 13:00:00,delivered
1021,1,2238,push,2025-03-01 08:00:00,delivered
1022,1,716,push,2025-03-01 15:00:00,delivered
1023,1,2521,push,2025-03-01 16:00:00,delivered
1024,1,1122,push,2025-03-01 09:00:00,delivered
1025,1,1972,push,2025-03-02 10:00:00,delivered
1026,1,1759,push,2025-03-01 13:00:00,delivered
1027,1,2503,push,2025-03-01 19:00:00,bounced
1028,1,965,push,2025-03-02 18:00:00,delivered
1029,1,1510,push,2025-03-02 18:00:00,delivered
1030,1,739,push,2025-03-02 19:00:00,delivered
1031,1,2519,push,2025-03-02 15:00:00,delivered
1032,1,789,push,2025-03-01 14:00:00,delivered
1033,1,1117,push,2025-03-01 12:00:00,delivered
1034,1,2520,push,2025-03-02 13:00:00,delivered
1035,1,2881,push,2025-03-02 09:00:00,delivered
1036,1,1328,push,2025-03-01 19:00:00,delivered
1037,1,2251,push,2025-03-01 14:00:00,bounced
1038,1,149,push,2025-03-01 19:00:00,delivered
1039,1,2016,push,2025-03-02 08:00:00,delivered
1040,1,2829,push,2025-03-02 14:00:00,delivered
1041,1,1911,push,2025-03-02 10:00:00,delivered
1042,1,1142,push,2025-03-02 17:00:00,bounced
1043,1,2141,push,2025-03-01 16:00:00,delivered
1044,1,2038,push,2025-03-01 09:00:00,delivered
1045,1,1243,push,2025-03-02 19:00:00,delivered
1046,1,66,push,2025-03-02 10:00:00,delivered
1047,1,1473,push,2025-03-02 09:00:00,delivered
1048,1,370,push,2025-03-01 15:00:00,delivered
1049,1,122,push,2025-03-02 17:00:00,delivered
1050,1,1563,push,2025-03-02 19:00:00,delivered
1051,1,1316,push,2025-03-02 11:00:00,delivered
1052,1,933,push,2025-03-02 12:00:00,delivered
1053,1,876,push,2025-03-02 19:00:00,delivered
1054,1,885,push,2025-03-02 19:00:00,delivered
1055,1,2641,push,2025-03-01 16:00:00,delivered
1056,1,17,push,2025-03-02 19:00:00,delivered
1057,1,1545,push,2025-03-02 14:00:00,delivered
1058,1,1285,push,2025-03-02 16:00:00,delivered
1059,1,2678,push,2025-03-01 14:00:00,delivered
1060,1,1734,push,2025-03-01 15:00:00,delivered
1061,1,518,push,2025-03-02 15:00:00,delivered
1062,1,2552,push,2025-03-01 13:00:00,delivered
1063,1,509,push,2025-03-02 18:00:00,delivered
1064,1,1526,push,2025-03-01 14:00:00,delivered
1065,1,1898,push,2025-03-01 08:00:00,delivered
1066,1,2330,push,2025-03-02 16:00:00,delivered
1067,1,2878,push,2025-03-01 15:00:00,bounced
1068,1,1573,push,2025-03-01 09:00:00,delivered
1069,1,2168,push,2025-03-02 15:00:00,delivered
1070,1,2042,push,2025-03-01 13:00:00,delivered
1071,1,1711,push,2025-03-02 12:00:00,delivered
1072,1,1645,push,2025-03-01 16:00:00,delivered
1073,1,2787,push,2025-03-02 10:00:00,delivered
1074,1,1907,push,2025-03-02 17:00:00,delivered
1075,1,670,push,2025-03-01 10:00:00,delivered
1076,1,1629,push,2025-03-01 14:00:00,delivered
1077,1,262,push,2025-03-02 14:00:00,delivered
1078,1,2394,push,2025-03-01 10:00:00,delivered
1079,2,2163,sms,2025-03-15 13:00:00,delivered
1080,2,2327,sms,2025-03-15 14:00:00,delivered
1081,2,2450,sms,2025-03-16 13:00:00,delivered
1082,2,693,sms,2025-03-16 10:00:00,bounced
1083,2,1888,sms,2025-03-15 19:00:00,delivered
