audience_id,campaign_id,client_id,group_type,assigned_at
891,1,2593,test,2025-03-01
892,1,167,test,2025-03-01
893,1,1007,test,2025-03-01
894,1,1311,control,2025-03-01
895,1,1748,test,2025-03-01
896,1,107,test,2025-03-01
897,1,448,test,2025-03-01
898,1,2104,test,2025-03-01
899,1,1583,control,2025-03-01
900,1,655,test,2025-03-01
901,1,93,test,2025-03-01
902,1,2749,test,2025-03-01
903,1,2115,test,2025-03-01
904,1,2941,test,2025-03-01
905,1,310,test,2025-03-01
906,1,2361,test,2025-03-01
907,1,1655,test,2025-03-01
908,1,2048,test,2025-03-01
909,1,2692,test,2025-03-01
910,1,2766,test,2025-03-01
911,1,2771,test,2025-03-01
912,1,2873,test,2025-03-01
913,1,2580,test,2025-03-01
914,1,1048,test,2025-03-01
915,1,2819,control,2025-03-01
916,1,2712,test,2025-03-01
917,1,2323,test,2025-03-01
918,1,2130,test,2025-03-01
919,1,83,test,2025-03-01
920,1,2381,test,2025-03-01
921,1,2110,test,2025-03-01
922,1,1469,test,2025-03-01
923,1,16,test,2025-03-01
924,1,1141,test,2025-03-01
925,1,1066,test,2025-03-01
926,1,574,control,2025-03-01
927,1,1035,test,2025-03-01
928,1,334,test,2025-03-01
929,1,604,test,2025-03-01
930,1,1371,test,2025-03-01
931,1,1085,test,2025-03-01
932,1,2905,test,2025-03-01
933,1,1823,test,2025-03-01
934,1,1269,test,2025-03-01
935,1,2718,test,2025-03-01
936,1,2219,test,2025-03-01
937,1,2609,test,2025-03-01
938,1,2227,test,2025-03-01
939,1,983,test,2025-03-01
940,1,2004,test,2025-03-01
941,1,978,test,2025-03-01
942,1,1626,control,2025-03-01
943,1,2405,test,2025-03-01
944,1,1641,test,2025-03-01
945,1,355,test,2025-03-01
946,1,2816,test,2025-03-01
947,1,612,test,2025-03-01
948,1,2978,test,2025-03-01
949,1,1780,test,2025-03-01
950,1,69,control,2025-03-01
951,1,2444,control,2025-03-01
952,1,2672,test,2025-03-01
953,1,1381,test,2025-03-01
954,1,1588,test,2025-03-01
955,1,276,test,2025-03-01
956,1,581,test,2025-03-01
957,1,2117,test,2025-03-01
958,1,1178,control,2025-03-01
959,1,2325,test,2025-03-01
960,1,2293,test,2025-03-01
961,1,2202,control,2025-03-01
962,1,2728,test,2025-03-01
963,1,949,test,2025-03-01
964,1,2311,test,2025-03-01
965,1,1620,test,2025-03-01
966,1,2890,test,2025-03-01
967,1,2913,test,2025-03-01
968,1,1835,test,2025-03-01
969,1,2421,test,2025-03-01
970,1,2217,test,2025-03-01
971,1,2774,control,2025-03-01
972,1,182,test,2025-03-01
973,1,782,test,2025-03-01
974,1,2534,test,2025-03-01
975,1,719,test,2025-03-01
976,1,2474,test,2025-03-01
977,1,1558,test,2025-03-01
978,1,2861,test,2025-03-01
979,1,2724,test,2025-03-01
980,1,26,test,2025-03-01
981,1,411,test,2025-03-01
982,1,2149,test,2025-03-01
983,1,1174,test,2025-03-01
984,1,2018,test,2025-03-01
985,1,624,test,2025-03-01
986,1,2167,test,2025-03-01
987,1,2915,test,2025-03-01
988,1,788,test,2025-03-01
989,1,2286,test,2025-03-01
990,1,1245,test,2025-03-01
991,1,2391,test,2025-03-01
992,1,2894,test,2025-03-01
993,1,214,test,2025-03-01
994,1,364,test,2025-03-01
995,1,2096,test,2025-03-01
996,1,534,test,2025-03-01
997,1,1357,test,2025-03-01
998,1,1249,test,2025-03-01
999,1,1673,test,2025-03-01
1000,1,588,test,2025-03-01
1001,1,446,test,2025-03-01
1002,1,43,control,2025-03-01
1003,1,2555,test,2025-03-01
1004,1,2342,test,2025-03-01
1005,1,2327,test,2025-03-01
1006,1,1412,test,2025-03-01
1007,1,212,control,2025-03-01
1008,1,2756,test,2025-03-01
1009,1,906,test,2025-03-01
1010,1,749,test,2025-03-01
1011,1,1982,test,2025-03-01
1012,1,2793,test,2025-03-01
1013,1,2697,test,2025-03-01
1014,1,819,control,2025-03-01
1015,1,1135,test,2025-03-01
1016,1,2107,test,2025-03-01
1017,1,1273,control,2025-03-01
1018,1,2282,test,2025-03-01
1019,1,1632,test,2025-03-01
1020,1,1580,test,2025-03-01
1021,1,2836,control,2025-03-01
1022,1,1596,test,2025-03-01
1023,1,745,test,2025-03-01
1024,1,1458,test,2025-03-01
1025,1,117,control,2025-03-01
1026,1,2289,test,2025-03-01
1027,1,1522,test,2025-03-01
1028,1,673,test,2025-03-01
1029,1,253,test,2025-03-01
1030,1,1367,test,2025-03-01
1031,1,704,test,2025-03-01
1032,1,100,test,2025-03-01
1033,1,2946,test,2025-03-01
1034,1,1528,test,2025-03-01
1035,1,1985,test,2025-03-01
1036,1,1497,test,2025-03-01
1037,1,1567,test,2025-03-01
1038,1,312,test,2025-03-01
1039,1,2579,test,2025-03-01
1040,1,2567,test,2025-03-01
1041,1,2216,test,2025-03-01
1042,1,1833,test,2025-03-01
1043,1,1538,test,2025-03-01
1044,1,95,test,2025-03-01
1045,1,648,test,2025-03-01
1046,1,393,control,2025-03-01
1047,1,2299,control,2025-03-01
1048,1,1270,control,2025-03-01
1049,1,1789,test,2025-03-01
1050,1,2116,test,2025-03-01
1051,1,2385,test,2025-03-01
1052,1,1945,test,2025-03-01
1053,1,1146,test,2025-03-01
1054,1,1788,test,2025-03-01
1055,1,1167,test,2025-03-01
1056,1,961,test,2025-03-01
1057,1,413,test,2025-03-01
1058,1,821,control,2025-03-01
1059,1,1671,test,2025-03-01
1060,1,2208,test,2025-03-01
1061,1,2089,test,2025-03-01
1062,1,2513,test,2025-03-01
1063,1,759,test,2025-03-01
1064,1,1894,test,2025-03-01
1065,1,1296,test,2025-03-01
1066,1,2695,control,2025-03-01
1067,1,158,test,2025-03-01
1068,1,771,test,2025-03-01
1069,1,318,control,2025-03-01
1070,1,2700,test,2025-03-01
1071,1,650,test,2025-03-01
1072,1,724,test,2025-03-01
1073,1,737,test,2025-03-01
1074,1,630,test,2025-03-01
1075,1,2799,test,2025-03-01
1076,1,2258,test,2025-03-01
1077,1,1127,test,2025-03-01
1078,1,2458,test,2025-03-01
1079,1,2777,test,2025-03-01
1080,1,1310,test,2025-03-01
1081,1,2681,test,2025-03-01
1082,1,2916,test,2025-03-01
1083,1,892,test,2025-03-01
1084,1,169,test,2025-03-01
1085,1,1382,test,2025-03-01
1086,1,1028,test,2025-03-01
1087,1,1276,test,2025-03-01
1088,1,2152,test,2025-03-01
1089,1,1239,test,2025-03-01
1090,1,2979,test,2025-03-01
1091,1,731,test,2025-03-01
1092,1,2244,test,2025-03-01
1093,1,1417,control,2025-03-01
1094,1,2662,test,2025-03-01
1095,1,1264,test,2025-03-01
1096,1,384,test,2025-03-01
1097,1,774,control,2025-03-01
1098,1,2134,test,2025-03-01
1099,1,870,test,2025-03-01
1100,1,2315,test,2025-03-01
1101,1,335,test,2025-03-01
1102,1,1431,test,2025-03-01
1103,1,144,test,2025-03-01
1104,1,171,test,2025-03-01
1105,1,2000,test,2025-03-01
1106,1,246,test,2025-03-01
1107,1,2601,test,2025-03-01
1108,1,1557,test,2025-03-01
1109,1,1356,test,2025-03-01
1110,1,1877,test,2025-03-01
1111,1,317,test,2025-03-01
1112,1,1436,control,2025-03-01
1113,1,205,test,2025-03-01
1114,1,2747,test,2025-03-01
1115,1,528,test,2025-03-01
1116,1,350,test,2025-03-01
1117,1,1571,test,2025-03-01
1118,1,1539,test,2025-03-01
1119,1,1175,test,2025-03-01
1120,1,211,control,2025-03-01
1121,1,2082,test,2025-03-01
1122,1,1559,test,2025-03-01
1123,1,775,test,2025-03-01
1124,1,1201,test,2025-03-01
1125,1,1920,test,2025-03-01
1126,1,1103,test,2025-03-01
1127,1,1181,test,2025-03-01
1128,1,1828,test,2025-03-01
1129,1,495,test,2025-03-01
1130,1,2852,test,2025-03-01
1131,1,128,test,2025-03-01
1132,1,256,test,2025-03-01
1133,1,2480,test,2025-03-01
1134,1,1999,test,2025-03-01
1135,1,2238,test,2025-03-01
1136,1,716,test,2025-03-01
1137,1,2521,test,2025-03-01
1138,1,1122,test,2025-03-01
1139,1,1972,test,2025-03-01
1140,1,1759,test,2025-03-01
1141,1,2503,test,2025-03-01
1142,1,806,control,2025-03-01
1143,1,965,test,2025-03-01
1144,1,1510,test,2025-03-01
1145,1,739,test,2025-03-01
1146,1,2266,control,2025-03-01
1147,1,2519,test,2025-03-01
1148,1,789,test,2025-03-01
1149,1,1117,test,2025-03-01
1150,1,2520,test,2025-03-01
1151,1,2881,test,2025-03-01
1152,1,1328,test,2025-03-01
1153,1,2251,test,2025-03-01
1154,1,1375,control,2025-03-01
1155,1,149,test,2025-03-01
1156,1,2016,test,2025-03-01
1157,1,2829,test,2025-03-01
1158,1,1911,test,2025-03-01
1159,1,1142,test,2025-03-01
1160,1,2141,test,2025-03-01
1161,1,2038,test,2025-03-01
1162,1,2054,control,2025-03-01
1163,1,1243,test,2025-03-01
1164,1,66,test,2025-03-01
1165,1,1473,test,2025-03-01
1166,1,370,test,2025-03-01
1167,1,2343,control,2025-03-01
1168,1,455,control,2025-03-01
1169,1,122,test,2025-03-01
1170,1,1563,test,2025-03-01
1171,1,1316,test,2025-03-01
1172,1,933,test,2025-03-01
1173,1,876,test,2025-03-01
1174,1,885,test,2025-03-01
1175,1,2641,test,2025-03-01
1176,1,2566,control,2025-03-01
1177,1,17,test,2025-03-01
1178,1,1545,test,2025-03-01
1179,1,1285,test,2025-03-01
1180,1,2678,test,2025-03-01
1181,1,1734,test,2025-03-01
1182,1,244,control,2025-03-01
1183,1,518,test,2025-03-01
1184,1,2552,test,2025-03-01
1185,1,509,test,2025-03-01
1186,1,1526,test,2025-03-01
1187,1,1898,test,2025-03-01
1188,1,2330,test,2025-03-01
1189,1,2878,test,2025-03-01
1190,1,1573,test,2025-03-01
1191,1,2168,test,2025-03-01
1192,1,2042,test,2025-03-01
1193,1,1711,test,2025-03-01
1194,1,1645,test,2025-03-01
1195,1,2787,test,2025-03-01
1196,1,1907,test,2025-03-01
1197,1,670,test,2025-03-01
1198,1,1629,test,2025-03-01
1199,1,262,test,2025-03-01
1200,1,2394,test,2025-03-01
1201,2,2163,test,2025-03-15
1202,2,2327,test,2025-03-15
1203,2,2450,test,2025-03-15
1204,2,693,test,2025-03-15
1205,2,1888,test,2025-03-15
1206,2,775,test,2025-03-15
1207,2,2323,test,2025-03-15
1208,2,2698,test,2025-03-15
1209,2,2065,test,2025-03-15
1210,2,210,test,2025-03-15
1211,2,257,control,2025-03-15
1212,2,573,test,2025-03-15
1213,2,1461,test,2025-03-15
1214,2,2995,test,2025-03-15
1215,2,630,test,2025-03-15
1216,2,1835,test,2025-03-15
1217,2,511,test,2025-03-15
1218,2,1990,test,2025-03-15
1219,2,446,test,2025-03-15
1220,2,821,test,2025-03-15
1221,2,1054,test,2025-03-15
1222,2,669,test,2025-03-15
1223,2,1549,test,2025-03-15
1224,2,772,test,2025-03-15
1225,2,2659,test,2025-03-15
1226,2,1860,test,2025-03-15
1227,2,820,test,2025-03-15
1228,2,1788,control,2025-03-15
1229,2,792,test,2025-03-15
1230,2,1548,test,2025-03-15
1231,2,2783,control,2025-03-15
1232,2,1127,test,2025-03-15
1233,2,2691,test,2025-03-15
1234,2,1080,test,2025-03-15
1235,2,2282,test,2025-03-15
1236,2,562,test,2025-03-15
1237,2,153,test,2025-03-15
1238,2,1488,test,2025-03-15
1239,2,42,test,2025-03-15
1240,2,2680,test,2025-03-15
1241,2,462,test,2025-03-15
1242,2,1163,test,2025-03-15
1243,2,888,test,2025-03-15
1244,2,1182,test,2025-03-15
1245,2,890,control,2025-03-15
1246,2,1178,test,2025-03-15
1247,2,1776,test,2025-03-15
1248,2,2251,control,2025-03-15
1249,2,2170,control,2025-03-15
1250,2,1336,test,2025-03-15
1251,2,529,test,2025-03-15
1252,2,394,test,2025-03-15
1253,2,911,test,2025-03-15
1254,2,1850,test,2025-03-15
1255,2,651,test,2025-03-15
1256,2,2707,test,2025-03-15
1257,2,2005,test,2025-03-15
1258,2,542,test,2025-03-15
1259,2,1574,test,2025-03-15
1260,2,232,test,2025-03-15
1261,2,2980,test,2025-03-15
1262,2,779,test,2025-03-15
1263,2,2384,test,2025-03-15
1264,2,2310,test,2025-03-15
1265,2,1553,test,2025-03-15
1266,2,762,test,2025-03-15
1267,2,596,test,2025-03-15
1268,2,801,test,2025-03-15
1269,2,932,test,2025-03-15
1270,2,1785,test,2025-03-15
1271,2,2001,test,2025-03-15
1272,2,2435,test,2025-03-15
1273,2,442,control,2025-03-15
1274,2,6,test,2025-03-15
1275,2,1509,control,2025-03-15
1276,2,2724,test,2025-03-15
1277,2,868,test,2025-03-15
1278,2,1621,test,2025-03-15
1279,2,1436,test,2025-03-15
1280,2,2460,control,2025-03-15
1281,2,518,test,2025-03-15
1282,2,406,test,2025-03-15
1283,2,1789,test,2025-03-15
1284,2,258,test,2025-03-15
1285,2,1732,test,2025-03-15
1286,2,2415,test,2025-03-15
1287,2,1560,test,2025-03-15
1288,2,1923,control,2025-03-15
1289,2,2164,test,2025-03-15
1290,2,224,test,2025-03-15
1291,2,2649,test,2025-03-15
1292,2,1071,test,2025-03-15
1293,2,545,test,2025-03-15
1294,2,65,test,2025-03-15
1295,2,2385,test,2025-03-15
1296,2,418,test,2025-03-15
1297,2,1356,test,2025-03-15
1298,2,704,test,2025-03-15
1299,2,1697,test,2025-03-15
1300,2,2933,control,2025-03-15
1301,2,1215,test,2025-03-15
1302,2,2821,test,2025-03-15
1303,2,2198,control,2025-03-15
1304,2,216,test,2025-03-15
1305,2,1078,test,2025-03-15
1306,2,1806,test,2025-03-15
1307,2,1449,test,2025-03-15
1308,2,783,test,2025-03-15
1309,2,1867,test,2025-03-15
1310,2,246,test,2025-03-15
1311,2,466,test,2025-03-15
1312,2,309,test,2025-03-15
1313,2,339,test,2025-03-15
1314,2,788,control,2025-03-15
1315,2,1652,test,2025-03-15
1316,2,557,test,2025-03-15
1317,2,254,test,2025-03-15
1318,2,1769,test,2025-03-15
1319,2,2661,test,2025-03-15
1320,2,1240,test,2025-03-15
1321,2,2394,test,2025-03-15
1322,2,2,test,2025-03-15
1323,2,371,test,2025-03-15
1324,2,809,test,2025-03-15
1325,2,1089,control,2025-03-15
1326,2,1921,test,2025-03-15
1327,2,2946,test,2025-03-15
1328,2,144,test,2025-03-15
1329,2,646,test,2025-03-15
1330,2,2949,test,2025-03-15
1331,2,567,test,2025-03-15
1332,2,2335,test,2025-03-15
1333,2,1966,test,2025-03-15
1334,2,1281,test,2025-03-15
1335,2,977,test,2025-03-15
1336,2,642,test,2025-03-15
1337,2,149,test,2025-03-15
1338,2,425,test,2025-03-15
1339,2,1604,test,2025-03-15
1340,2,530,control,2025-03-15
1341,2,179,test,2025-03-15
1342,2,2110,test,2025-03-15
1343,2,2702,test,2025-03-15
1344,2,2361,test,2025-03-15
1345,2,167,test,2025-03-15
1346,2,2104,test,2025-03-15
1347,2,1357,control,2025-03-15
1348,2,2808,test,2025-03-15
1349,2,240,test,2025-03-15
1350,2,2838,test,2025-03-15
1351,2,1812,control,2025-03-15
1352,2,253,test,2025-03-15
1353,2,1483,test,2025-03-15
1354,2,2485,test,2025-03-15
1355,2,75,test,2025-03-15
1356,2,1389,test,2025-03-15
1357,2,1765,test,2025-03-15
1358,2,1573,test,2025-03-15
1359,2,269,test,2025-03-15
1360,2,1521,test,2025-03-15
1361,2,1985,control,2025-03-15
1362,2,433,test,2025-03-15
1363,2,2754,test,2025-03-15
1364,2,2942,test,2025-03-15
1365,2,583,test,2025-03-15
1366,2,1674,test,2025-03-15
1367,2,2676,test,2025-03-15
1368,2,1313,test,2025-03-15
1369,2,2616,test,2025-03-15
1370,2,692,test,2025-03-15
1371,2,2916,test,2025-03-15
1372,2,2669,control,2025-03-15
1373,2,2678,test,2025-03-15
1374,2,852,control,2025-03-15
1375,2,1539,test,2025-03-15
1376,2,474,test,2025-03-15
1377,2,1511,control,2025-03-15
1378,2,2644,test,2025-03-15
1379,2,2366,test,2025-03-15
1380,2,1344,test,2025-03-15
1381,2,317,test,2025-03-15
1382,2,764,test,2025-03-15
1383,2,1337,test,2025-03-15
1384,2,2534,test,2025-03-15
1385,2,2593,test,2025-03-15
1386,2,1217,test,2025-03-15
1387,2,2882,test,2025-03-15
1388,2,984,test,2025-03-15
1389,2,1962,test,2025-03-15
1390,2,549,test,2025-03-15
1391,2,2997,test,2025-03-15
1392,2,507,test,2025-03-15
1393,2,719,test,2025-03-15
1394,2,1273,test,2025-03-15
1395,2,863,control,2025-03-15
1396,2,1275,test,2025-03-15
1397,2,1754,test,2025-03-15
1398,2,1369,test,2025-03-15
1399,2,2685,test,2025-03-15
1400,2,1065,test,2025-03-15
1401,2,2148,control,2025-03-15
1402,2,1874,control,2025-03-15
1403,2,1010,test,2025-03-15
1404,2,1641,test,2025-03-15
1405,2,918,test,2025-03-15
1406,2,2467,control,2025-03-15
1407,2,2993,test,2025-03-15
1408,2,1474,test,2025-03-15
1409,2,707,test,2025-03-15
1410,2,1421,control,2025-03-15
1411,2,1174,test,2025-03-15
1412,2,1212,test,2025-03-15
1413,2,807,test,2025-03-15
1414,2,2722,control,2025-03-15
1415,2,122,control,2025-03-15
1416,2,2178,test,2025-03-15
1417,2,1826,test,2025-03-15
1418,2,2391,test,2025-03-15
1419,2,1334,test,2025-03-15
1420,2,866,test,2025-03-15
1421,2,483,control,2025-03-15
1422,2,1230,test,2025-03-15
1423,2,721,test,2025-03-15
1424,2,384,test,2025-03-15
1425,2,1090,test,2025-03-15
1426,2,1972,test,2025-03-15
1427,2,68,test,2025-03-15
1428,2,458,test,2025-03-15
1429,2,1823,test,2025-03-15
1430,2,525,test,2025-03-15
1431,2,2263,test,2025-03-15
1432,2,1106,test,2025-03-15
1433,2,1068,test,2025-03-15
1434,2,789,test,2025-03-15
1435,2,1280,test,2025-03-15
1436,2,1749,test,2025-03-15
1437,2,685,test,2025-03-15
1438,2,2538,test,2025-03-15
1439,2,1764,test,2025-03-15
1440,2,461,test,2025-03-15
1441,2,1049,test,2025-03-15
1442,2,1694,test,2025-03-15
1443,2,2519,test,2025-03-15
1444,2,638,control,2025-03-15
1445,2,2480,control,2025-03-15
1446,2,1194,test,2025-03-15
1447,2,848,control,2025-03-15
1448,2,2354,test,2025-03-15
1449,2,753,test,2025-03-15
1450,2,2663,test,2025-03-15
1451,2,307,test,2025-03-15
1452,2,2550,test,2025-03-15
1453,2,1515,test,2025-03-15
1454,2,1223,test,2025-03-15
1455,2,2057,test,2025-03-15
1456,2,714,control,2025-03-15
1457,2,2597,test,2025-03-15
1458,2,1617,test,2025-03-15
1459,2,2022,test,2025-03-15
1460,2,2893,test,2025-03-15
1461,2,1676,control,2025-03-15
1462,2,2477,test,2025-03-15
1463,2,2324,test,2025-03-15
1464,2,1594,test,2025-03-15
1465,2,1844,test,2025-03-15
1466,2,2963,test,2025-03-15
1467,2,2438,test,2025-03-15
1468,2,2425,test,2025-03-15
1469,2,447,test,2025-03-15
1470,2,2782,test,2025-03-15
1471,2,1448,test,2025-03-15
1472,2,177,test,2025-03-15
1473,2,835,test,2025-03-15
1474,2,910,test,2025-03-15
1475,2,448,test,2025-03-15
1476,2,318,test,2025-03-15
1477,2,2736,test,2025-03-15
1478,2,951,test,2025-03-15
1479,2,1119,test,2025-03-15
1480,2,1124,test,2025-03-15
1481,2,1377,test,2025-03-15
1482,2,2462,test,2025-03-15
1483,2,412,test,2025-03-15
1484,2,2930,test,2025-03-15
1485,2,301,test,2025-03-15
1486,2,1381,test,2025-03-15
1487,2,294,test,2025-03-15
1488,2,971,test,2025-03-15
1489,2,1583,test,2025-03-15
1490,2,1310,test,2025-03-15
1491,2,2353,test,2025-03-15
1492,2,1328,test,2025-03-15
1493,2,2241,test,2025-03-15
1494,2,2807,test,2025-03-15
1495,2,275,test,2025-03-15
1496,2,370,test,2025-03-15
1497,2,1454,test,2025-03-15
1498,2,1401,test,2025-03-15
1499,2,728,test,2025-03-15
1500,2,1463,test,2025-03-15
1501,2,2987,test,2025-03-15
1502,2,1469,test,2025-03-15
1503,2,111,test,2025-03-15
1504,2,2311,control,2025-03-15
1505,2,1210,test,2025-03-15
1506,2,2667,test,2025-03-15
1507,2,2650,control,2025-03-15
1508,2,134,test,2025-03-15
1509,2,913,test,2025-03-15
1510,2,2525,control,2025-03-15
1511,2,1386,test,2025-03-15
1512,2,2797,test,2025-03-15
1513,2,645,test,2025-03-15
1514,2,1579,test,2025-03-15
1515,2,233,control,2025-03-15
1516,2,1575,test,2025-03-15
1517,2,2531,control,2025-03-15
1518,2,2657,test,2025-03-15
1519,2,359,test,2025-03-15
1520,2,1209,test,2025-03-15
1521,2,215,test,2025-03-15
1522,2,87,test,2025-03-15
1523,2,1526,test,2025-03-15
1524,2,325,test,2025-03-15
1525,2,2012,test,2025-03-15
1526,2,1516,test,2025-03-15
1527,2,158,test,2025-03-15
1528,2,297,test,2025-03-15
1529,2,1571,test,2025-03-15
1530,2,2064,control,2025-03-15
1531,2,249,test,2025-03-15
1532,2,355,test,2025-03-15
1533,2,1079,test,2025-03-15
1534,2,408,test,2025-03-15
1535,2,1419,test,2025-03-15
1536,2,2573,test,2025-03-15
1537,2,743,test,2025-03-15
1538,2,1686,test,2025-03-15
1539,2,2167,test,2025-03-15
1540,2,2466,test,2025-03-15
1541,2,2235,test,2025-03-15
1542,2,1866,test,2025-03-15
1543,2,2709,test,2025-03-15
1544,2,2048,test,2025-03-15
1545,2,849,control,2025-03-15
1546,2,1340,test,2025-03-15
1547,2,2529,test,2025-03-15
1548,2,49,test,2025-03-15
1549,2,1619,test,2025-03-15
1550,2,154,control,2025-03-15
1551,2,1807,test,2025-03-15
1552,2,991,test,2025-03-15
1553,2,576,test,2025-03-15
1554,2,2107,test,2025-03-15
1555,2,1458,test,2025-03-15
1556,2,2444,test,2025-03-15
1557,2,2562,test,2025-03-15
1558,2,33,test,2025-03-15
1559,2,2537,test,2025-03-15
1560,2,2675,test,2025-03-15
1561,2,2038,test,2025-03-15
1562,2,877,test,2025-03-15
1563,2,2280,test,2025-03-15
1564,2,1221,test,2025-03-15
1565,2,571,test,2025-03-15
1566,2,100,test,2025-03-15
1567,2,884,test,2025-03-15
1568,2,2166,test,2025-03-15
1569,2,1978,test,2025-03-15
1570,2,1145,control,2025-03-15
1571,2,16,test,2025-03-15
1572,2,1482,test,2025-03-15
1573,2,1584,control,2025-03-15
1574,2,2433,test,2025-03-15
1575,2,2162,test,2025-03-15
1576,2,1737,test,2025-03-15
1577,2,435,test,2025-03-15
1578,2,1477,test,2025-03-15
1579,2,198,test,2025-03-15
1580,2,1220,test,2025-03-15
1581,2,2194,test,2025-03-15
1582,2,214,test,2025-03-15
1583,2,1415,test,2025-03-15
1584,2,944,test,2025-03-15
1585,2,1898,test,2025-03-15
1586,2,2714,test,2025-03-15
1587,2,234,test,2025-03-15
1588,2,1701,test,2025-03-15
1589,2,1705,test,2025-03-15
1590,2,928,test,2025-03-15
1591,2,322,test,2025-03-15
1592,2,2420,test,2025-03-15
1593,2,2852,test,2025-03-15
1594,2,1159,test,2025-03-15
1595,2,1667,test,2025-03-15
1596,2,1246,test,2025-03-15
1597,2,1492,control,2025-03-15
1598,2,229,test,2025-03-15
1599,2,819,test,2025-03-15
1600,2,2513,test,2025-03-15
1601,2,1531,test,2025-03-15
1602,2,2100,test,2025-03-15
1603,2,2822,test,2025-03-15
1604,2,2774,test,2025-03-15
1605,2,1687,test,2025-03-15
1606,2,236,control,2025-03-15
1607,2,1956,test,2025-03-15
1608,2,293,test,2025-03-15
1609,2,1374,test,2025-03-15
1610,2,2127,test,2025-03-15
1611,2,1677,test,2025-03-15
1612,2,1133,control,2025-03-15
1613,2,717,test,2025-03-15
1614,2,66,test,2025-03-15
1615,2,2115,control,2025-03-15
1616,2,654,test,2025-03-15
1617,2,1734,test,2025-03-15
1618,2,2488,test,2025-03-15
1619,2,2793,test,2025-03-15
1620,2,319,test,2025-03-15
1621,2,2096,test,2025-03-15
1622,2,829,test,2025-03-15
1623,2,1517,test,2025-03-15
1624,2,512,test,2025-03-15
1625,2,1559,test,2025-03-15
1626,2,256,test,2025-03-15
1627,2,1944,test,2025-03-15
1628,2,1361,test,2025-03-15
1629,2,130,test,2025-03-15
1630,2,2735,test,2025-03-15
1631,2,937,test,2025-03-15
1632,2,2951,test,2025-03-15
1633,2,295,test,2025-03-15
1634,2,2222,test,2025-03-15
1635,2,1394,test,2025-03-15
1636,2,2929,test,2025-03-15
1637,2,252,test,2025-03-15
1638,2,2720,test,2025-03-15
1639,2,102,test,2025-03-15
1640,2,2234,test,2025-03-15
1641,2,2426,test,2025-03-15
1642,2,1761,test,2025-03-15
1643,2,1671,test,2025-03-15
1644,2,296,test,2025-03-15
1645,2,1157,control,2025-03-15
1646,2,765,test,2025-03-15
1647,2,89,test,2025-03-15
1648,2,2829,test,2025-03-15
1649,2,2999,test,2025-03-15
1650,2,2135,test,2025-03-15
1651,2,1431,test,2025-03-15
1652,2,2864,test,2025-03-15
1653,2,2141,test,2025-03-15
1654,2,475,test,2025-03-15
1655,2,2400,test,2025-03-15
1656,2,148,test,2025-03-15
1657,2,2121,test,2025-03-15
1658,2,873,test,2025-03-15
1659,2,2232,control,2025-03-15
1660,2,1382,test,2025-03-15
1661,2,1171,test,2025-03-15
1662,2,1341,test,2025-03-15
1663,2,320,test,2025-03-15
1664,2,647,test,2025-03-15
1665,2,759,test,2025-03-15
1666,2,2049,control,2025-03-15
1667,2,1296,test,2025-03-15
1668,2,1510,test,2025-03-15
1669,2,548,test,2025-03-15
1670,2,887,test,2025-03-15
1671,2,2749,test,2025-03-15
1672,2,2672,test,2025-03-15
1673,2,2907,test,2025-03-15
1674,2,1658,test,2025-03-15
1675,2,2346,test,2025-03-15
1676,2,826,test,2025-03-15
1677,2,119,test,2025-03-15
1678,2,37,test,2025-03-15
1679,2,2080,test,2025-03-15
1680,2,491,test,2025-03-15
1681,2,279,test,2025-03-15
1682,2,1250,test,2025-03-15
1683,2,2668,test,2025-03-15
1684,2,1158,test,2025-03-15
1685,2,2745,control,2025-03-15
1686,2,2478,test,2025-03-15
1687,2,1775,test,2025-03-15
1688,2,1301,test,2025-03-15
1689,2,262,test,2025-03-15
1690,2,2584,test,2025-03-15
1691,2,2600,control,2025-03-15
1692,2,1206,test,2025-03-15
1693,2,763,test,2025-03-15
1694,2,1665,test,2025-03-15
1695,2,2886,test,2025-03-15
1696,2,2743,test,2025-03-15
1697,2,206,test,2025-03-15
1698,2,1276,test,2025-03-15
1699,2,2244,test,2025-03-15
1700,2,1120,test,2025-03-15
1701,2,464,test,2025-03-15
1702,2,998,test,2025-03-15
1703,2,2804,test,2025-03-15
1704,2,1397,test,2025-03-15
1705,2,1766,test,2025-03-15
1706,2,306,test,2025-03-15
1707,2,740,test,2025-03-15
1708,2,1847,test,2025-03-15
1709,2,2363,test,2025-03-15
1710,2,732,test,2025-03-15
1711,2,2556,test,2025-03-15
1712,2,1186,test,2025-03-15
1713,2,2445,test,2025-03-15
1714,2,2212,test,2025-03-15
1715,2,1660,test,2025-03-15
1716,2,2867,test,2025-03-15
1717,2,2894,test,2025-03-15
1718,2,2944,test,2025-03-15
1719,2,2799,test,2025-03-15
1720,2,1006,test,2025-03-15
1721,2,785,control,2025-03-15
1722,2,170,test,2025-03-15
1723,2,2986,test,2025-03-15
1724,2,1520,test,2025-03-15
1725,2,2771,test,2025-03-15
1726,2,490,test,2025-03-15
1727,2,2577,control,2025-03-15
1728,2,1918,control,2025-03-15
1729,2,1891,control,2025-03-15
1730,2,2356,test,2025-03-15
1731,2,1484,control,2025-03-15
1732,2,2499,test,2025-03-15
1733,2,1562,test,2025-03-15
1734,2,346,test,2025-03-15
1735,2,2389,test,2025-03-15
