client_id,gender,age,city,segment,registration_date,is_active,last_activity_at
747,F,18,Москва,young,2023-03-12,True,2025-02-13
748,F,47,Санкт-Петербург,mass,2023-12-13,True,2025-03-26
749,M,46,Москва,salary,2024-04-20,True,2024-12-09
750,M,36,Новосибирск,mass,2024-03-03,True,2025-03-03
751,F,25,Екатеринбург,young,2022-09-14,False,2025-04-21
752,M,28,Москва,mass,2023-04-05,True,2024-12-27
753,M,51,Санкт-Петербург,salary,2024-11-06,True,2025-02-25
754,F,24,Москва,mass,2020-09-16,True,2024-12-27
755,F,24,Новосибирск,young,2023-04-30,True,2025-03-31
756,M,51,Сочи,mass,2023-05-10,True,2024-12-06
757,M,24,Сочи,young,2024-12-02,True,2025-03-07
758,F,55,Новосибирск,mass,2023-04-23,True,2025-04-27
759,M,41,Москва,salary,2020-06-06,True,2024-12-22
760,M,27,Москва,mass,2024-11-16,True,2024-11-27
761,F,49,Казань,mass,2024-07-03,True,2025-02-01
762,F,32,Сочи,salary,2020-04-08,True,2025-01-28
763,F,54,Москва,salary,2020-08-28,True,2025-02-19
764,M,37,Москва,salary,2024-02-23,True,2025-01-22
765,F,20,Новосибирск,salary,2020-07-20,True,2025-04-03
766,M,54,Москва,mass,2021-09-25,False,2025-03-04
767,M,57,Санкт-Петербург,inactive,2024-03-12,True,2024-06-01
768,M,25,Екатеринбург,mass,2024-07-10,False,2024-12-03
769,F,28,Москва,premium,2023-01-24,True,2025-01-25
770,M,61,Москва,mass,2022-01-15,True,2025-01-21
771,F,40,Екатеринбург,mass,2021-05-04,True,2025-01-05
772,M,57,Казань,salary,2021-08-01,True,2025-04-09
773,F,28,Сочи,mass,2023-05-26,True,2025-02-21
774,F,63,Санкт-Петербург,mass,2021-06-10,True,2025-02-12
775,M,25,Москва,salary,2020-09-29,True,2025-02-12
776,F,21,Екатеринбург,young,2023-05-27,True,2024-11-15
777,F,47,Санкт-Петербург,mass,2022-02-24,True,2025-01-24
778,M,27,Москва,mass,2024-08-09,True,2025-04-18
779,M,56,Новосибирск,salary,2023-09-17,True,2025-04-03
780,M,45,Москва,mass,2021-03-28,True,2024-12-09
781,M,23,Москва,young,2023-03-21,True,2025-02-04
782,F,30,Москва,mass,2020-12-12,True,2025-04-22
783,F,49,Санкт-Петербург,salary,2022-03-26,True,2025-03-16
784,F,53,Санкт-Петербург,mass,2021-02-17,False,2025-04-28
785,F,54,Санкт-Петербург,salary,2024-03-30,True,2025-04-20
786,M,39,Екатеринбург,premium,2021-03-06,True,2025-03-21
787,M,55,Сочи,premium,2021-01-13,True,2025-04-28
788,F,21,Москва,salary,2022-09-24,True,2025-02-07
789,F,48,Москва,salary,2022-06-13,True,2025-01-30
790,M,44,Москва,premium,2021-03-03,True,2025-01-30
791,F,55,Москва,mass,2023-01-12,True,2025-04-26
792,M,41,Казань,salary,2020-07-10,True,2024-12-11
793,F,26,Екатеринбург,young,2020-02-10,True,2025-03-28
794,M,39,Новосибирск,mass,2024-12-01,True,2024-11-08
795,F,19,Москва,mass,2023-08-25,True,2025-02-26
796,M,48,Москва,salary,2023-11-02,True,2024-12-06
797,M,28,Санкт-Петербург,premium,2020-05-15,True,2025-03-06
798,M,45,Москва,mass,2024-12-18,True,2025-04-19
799,M,63,Казань,inactive,2020-04-15,False,2024-07-26
800,M,20,Сочи,young,2021-06-02,True,2025-04-14
801,M,22,Санкт-Петербург,salary,2022-03-24,True,2024-11-20
802,F,55,Екатеринбург,mass,2024-04-14,True,2025-02-04
803,M,27,Санкт-Петербург,mass,2020-05-05,True,2025-01-08
804,M,57,Москва,mass,2023-10-12,True,2025-04-06
805,F,26,Казань,young,2021-02-03,False,2024-11-17
806,M,41,Москва,mass,2020-03-19,True,2025-02-25
807,M,52,Москва,salary,2021-01-23,True,2025-04-06
808,M,59,Казань,premium,2024-05-21,True,2024-12-27
809,F,65,Новосибирск,salary,2024-04-07,True,2025-03-06
810,F,21,Санкт-Петербург,young,2024-09-20,False,2025-04-07
811,M,35,Санкт-Петербург,premium,2020-03-14,False,2025-04-02
812,M,18,Новосибирск,mass,2022-10-25,True,2024-12-18
813,F,48,Новосибирск,mass,2024-01-26,False,2025-04-05
814,M,22,Екатеринбург,young,2020-03-22,True,2024-12-14
815,M,24,Москва,young,2024-04-09,True,2025-01-21
816,F,59,Сочи,mass,2022-02-14,True,2024-12-17
817,M,51,Москва,mass,2022-09-17,True,2025-04-21
818,F,26,Казань,mass,2023-11-29,False,2024-12-27
819,F,39,Москва,salary,2024-03-17,True,2025-04-02
820,F,30,Казань,salary,2020-10-04,True,2025-01-28
821,M,42,Москва,salary,2022-04-19,True,2025-01-06
822,F,65,Санкт-Петербург,salary,2020-08-11,False,2025-04-17
823,F,35,Санкт-Петербург,mass,2024-05-26,False,2025-03-28
824,F,29,Москва,inactive,2022-12-27,False,2024-11-07
825,F,51,Казань,premium,2023-09-05,True,2025-04-08
826,M,34,Новосибирск,salary,2021-08-28,True,2025-04-24
827,F,32,Сочи,mass,2020-01-19,False,2025-03-20
828,F,59,Москва,mass,2021-10-01,True,2024-11-13
829,M,32,Екатеринбург,salary,2023-09-28,True,2025-02-07
830,F,32,Екатеринбург,inactive,2024-06-05,False,2024-05-15
831,F,56,Санкт-Петербург,mass,2024-11-24,True,2025-03-16
832,F,30,Москва,inactive,2024-10-22,True,2025-01-31
833,F,34,Екатеринбург,mass,2023-09-28,True,2024-11-03
834,F,37,Сочи,premium,2020-04-06,True,2024-12-03
835,F,26,Казань,salary,2022-12-11,True,2024-12-20
836,F,57,Санкт-Петербург,mass,2020-06-23,True,2024-12-10
837,M,37,Санкт-Петербург,salary,2023-09-23,False,2024-11-19
838,F,23,Москва,young,2024-09-13,True,2025-01-21
839,M,25,Екатеринбург,young,2023-10-08,True,2025-02-28
840,M,25,Екатеринбург,young,2023-11-15,True,2025-01-29
841,F,25,Москва,young,2023-02-12,True,2024-11-06
842,M,20,Новосибирск,young,2020-12-13,True,2025-03-08
843,F,33,Москва,salary,2020-01-01,False,2025-02-19
844,M,26,Сочи,mass,2020-03-03,True,2025-03-03
845,F,37,Санкт-Петербург,premium,2024-11-18,True,2025-04-03
846,F,52,Москва,premium,2024-11-01,True,2025-04-13
847,F,23,Санкт-Петербург,young,2020-08-13,True,2025-02-18
848,M,36,Санкт-Петербург,salary,2021-02-26,True,2024-12-15
849,F,24,Москва,salary,2022-11-08,True,2025-01-21
850,M,52,Казань,inactive,2020-01-31,False,2025-01-12
851,F,65,Казань,mass,2022-04-24,False,2025-03-06
852,M,35,Екатеринбург,salary,2021-09-24,True,2025-02-23
853,F,24,Москва,young,2020-01-24,True,2025-02-04
854,M,56,Казань,inactive,2022-04-16,False,2024-09-24
855,F,21,Москва,salary,2022-09-09,True,2025-02-19
856,F,26,Екатеринбург,young,2023-05-19,True,2024-12-24
857,F,49,Москва,inactive,2020-06-09,False,2024-05-19
858,F,57,Сочи,inactive,2023-07-02,False,2024-09-23
859,M,30,Екатеринбург,inactive,2024-05-13,False,2025-01-25
860,F,62,Санкт-Петербург,mass,2020-04-23,True,2025-01-06
861,M,34,Санкт-Петербург,mass,2021-05-18,True,2025-02-09
862,F,54,Москва,salary,2024-08-22,True,2024-11-22
863,F,23,Москва,salary,2022-08-12,True,2025-01-13
864,F,36,Новосибирск,mass,2023-05-28,True,2024-11-30
865,F,30,Сочи,mass,2020-12-22,True,2025-04-16
866,M,43,Москва,salary,2020-06-17,True,2024-12-17
867,F,31,Казань,mass,2024-03-27,False,2025-03-28
868,F,48,Екатеринбург,salary,2022-08-26,True,2024-11-09
869,M,21,Казань,young,2020-08-29,True,2024-12-14
870,M,56,Москва,mass,2023-10-30,True,2025-03-19
871,F,25,Москва,mass,2020-05-18,True,2024-12-14
872,F,42,Москва,mass,2020-04-06,True,2024-12-14
873,M,30,Новосибирск,salary,2020-05-26,True,2024-12-03
874,F,49,Санкт-Петербург,inactive,2023-04-20,False,2024-06-05
875,F,55,Санкт-Петербург,mass,2022-12-16,True,2025-02-09
876,F,55,Сочи,mass,2022-12-01,True,2024-11-07
877,M,45,Казань,salary,2022-05-15,True,2025-01-20
878,M,47,Новосибирск,mass,2024-09-30,True,2025-02-28
879,F,20,Санкт-Петербург,salary,2021-06-26,True,2024-11-04
880,F,45,Москва,mass,2021-11-22,True,2024-11-10
881,F,20,Сочи,mass,2022-10-22,True,2025-03-30
882,M,22,Санкт-Петербург,young,2023-08-04,True,2025-03-03
883,F,37,Москва,premium,2023-03-07,True,2024-12-30
884,F,33,Москва,salary,2024-06-28,True,2025-04-30
885,M,39,Москва,salary,2024-03-15,True,2024-12-12
886,F,49,Санкт-Петербург,mass,2022-06-22,True,2025-03-06
887,M,55,Новосибирск,salary,2021-12-30,True,2024-11-12
888,F,25,Сочи,salary,2023-05-30,True,2025-03-18
889,F,25,Сочи,young,2020-11-26,True,2025-04-01
890,F,23,Москва,salary,2021-09-08,True,2024-12-15
891,M,18,Санкт-Петербург,young,2021-02-07,True,2025-04-09
892,M,49,Москва,salary,2021-05-22,True,2025-04-03
893,M,52,Новосибирск,inactive,2023-02-24,True,2024-07-24
894,F,46,Санкт-Петербург,premium,2023-07-12,True,2025-04-14
895,M,23,Казань,young,2024-10-01,False,2025-04-21
896,F,29,Екатеринбург,salary,2024-11-22,False,2025-01-19
897,F,21,Санкт-Петербург,young,2022-11-04,True,2025-03-16
898,M,22,Москва,young,2020-08-13,True,2025-04-29
899,F,42,Сочи,premium,2022-09-10,True,2024-12-23
900,F,42,Сочи,mass,2022-05-14,True,2025-02-19
901,F,22,Москва,young,2023-02-02,True,2024-11-24
902,F,48,Санкт-Петербург,salary,2022-01-14,True,2024-12-17
903,F,38,Сочи,mass,2021-05-07,True,2024-11-12
904,M,19,Москва,young,2020-11-14,True,2024-11-07
905,F,56,Санкт-Петербург,mass,2023-05-27,True,2024-12-23
906,M,39,Москва,salary,2023-07-24,True,2025-04-10
907,M,21,Санкт-Петербург,mass,2022-02-11,True,2024-12-29
908,F,25,Москва,young,2023-09-26,True,2024-12-20
909,F,62,Санкт-Петербург,salary,2021-03-27,True,2024-12-18
910,F,59,Москва,salary,2023-10-24,True,2025-04-12
911,M,37,Санкт-Петербург,salary,2022-08-01,True,2025-02-14
912,F,19,Сочи,young,2022-04-27,True,2024-12-23
913,M,34,Новосибирск,salary,2022-10-13,True,2025-03-31
914,F,43,Новосибирск,premium,2024-02-06,True,2025-02-01
915,M,50,Казань,mass,2023-04-28,True,2025-04-29
916,F,21,Москва,young,2022-06-02,False,2024-11-14
917,F,32,Москва,inactive,2021-02-22,False,2024-10-09
918,M,30,Сочи,salary,2024-09-29,True,2025-02-14
919,M,34,Санкт-Петербург,mass,2022-05-14,True,2024-11-10
920,F,22,Москва,young,2022-02-27,True,2025-01-21
921,M,25,Екатеринбург,mass,2021-05-09,True,2024-12-08
922,F,44,Москва,salary,2022-11-28,True,2024-12-25
923,M,18,Москва,young,2020-06-10,True,2025-03-16
924,M,40,Сочи,inactive,2020-04-30,False,2024-10-22
925,F,63,Новосибирск,mass,2021-02-02,True,2024-12-30
926,F,25,Санкт-Петербург,mass,2023-07-09,True,2025-03-29
927,F,25,Сочи,mass,2021-12-28,True,2024-11-05
928,F,43,Казань,salary,2021-07-14,True,2025-03-21
929,M,23,Екатеринбург,young,2021-08-26,True,2025-03-30
930,F,19,Москва,young,2023-02-26,True,2024-12-30
931,F,22,Москва,young,2021-06-23,True,2025-04-05
932,M,54,Казань,salary,2020-12-21,True,2025-03-04
933,M,45,Новосибирск,mass,2021-10-21,True,2024-12-06
934,F,42,Казань,salary,2021-03-07,False,2025-01-07
935,F,33,Москва,mass,2022-12-24,True,2024-12-22
936,F,23,Москва,young,2023-05-26,False,2024-12-25
937,F,35,Новосибирск,salary,2021-07-16,True,2025-01-02
938,M,29,Москва,premium,2023-12-21,False,2024-11-30
939,F,56,Санкт-Петербург,premium,2022-03-27,False,2025-01-09
940,M,56,Москва,inactive,2023-01-02,False,2025-01-31
941,F,25,Москва,young,2024-01-23,True,2025-02-08
942,M,26,Екатеринбург,young,2023-12-19,True,2025-02-08
943,M,46,Екатеринбург,mass,2021-12-11,True,2025-04-09
944,M,63,Санкт-Петербург,salary,2023-04-30,True,2025-04-21
945,F,47,Москва,mass,2023-04-27,True,2025-01-06
946,F,35,Новосибирск,mass,2020-01-12,True,2024-11-21
947,F,31,Москва,premium,2020-08-26,True,2025-01-19
948,M,56,Казань,premium,2024-06-04,True,2025-04-25
949,M,38,Сочи,mass,2021-03-28,True,2025-01-16
950,M,47,Москва,mass,2021-01-17,True,2024-11-11
951,M,38,Сочи,salary,2022-02-20,True,2025-01-08
952,M,58,Москва,premium,2020-02-17,True,2025-04-09
953,F,44,Казань,premium,2020-11-12,True,2025-01-20
954,M,37,Санкт-Петербург,premium,2020-07-27,False,2025-03-05
955,F,36,Сочи,mass,2024-04-19,False,2025-04-12
956,F,32,Москва,mass,2023-02-16,True,2024-11-28
957,F,23,Санкт-Петербург,young,2021-07-30,True,2025-01-05
958,F,22,Сочи,young,2020-11-10,True,2024-12-17
959,F,61,Санкт-Петербург,mass,2022-01-23,True,2025-01-21
960,M,54,Санкт-Петербург,premium,2022-11-25,True,2025-04-30
961,F,40,Москва,mass,2024-01-26,True,2025-04-10
962,M,21,Екатеринбург,young,2024-11-22,True,2025-02-21
963,F,19,Москва,young,2022-07-03,False,2025-01-19
964,F,42,Москва,premium,2022-01-24,True,2025-01-18
965,F,64,Казань,mass,2021-07-07,True,2025-03-27
966,F,18,Санкт-Петербург,mass,2024-05-23,True,2025-01-14
967,M,58,Сочи,premium,2021-02-06,False,2025-04-08
968,F,48,Сочи,premium,2023-02-04,True,2024-12-13
969,M,28,Екатеринбург,mass,2020-02-08,True,2025-04-10
970,F,53,Новосибирск,premium,2021-08-03,True,2025-02-08
971,M,33,Екатеринбург,salary,2020-06-28,True,2025-02-18
972,M,26,Москва,inactive,2020-01-12,False,2025-01-07
973,M,19,Екатеринбург,young,2023-09-24,True,2025-02-10
974,F,32,Москва,mass,2022-07-31,True,2024-12-02
975,F,29,Санкт-Петербург,mass,2024-10-05,True,2025-02-17
976,F,50,Новосибирск,salary,2021-07-01,True,2025-04-02
977,M,62,Санкт-Петербург,salary,2023-02-23,True,2024-12-06
978,F,31,Новосибирск,mass,2020-03-03,True,2025-04-06
979,F,44,Москва,premium,2022-04-23,True,2024-12-25
980,M,24,Казань,young,2023-01-10,True,2025-04-21
981,F,44,Москва,mass,2022-10-05,True,2025-04-12
982,M,29,Казань,mass,2023-08-15,True,2025-01-04
983,F,18,Екатеринбург,mass,2020-02-03,True,2025-03-07
984,F,60,Казань,salary,2022-01-21,True,2024-11-10
985,M,57,Москва,salary,2024-06-20,True,2025-03-16
986,F,22,Москва,young,2020-02-18,True,2025-02-02
987,M,28,Москва,inactive,2021-10-19,False,2024-07-07
988,F,56,Казань,mass,2024-07-18,True,2025-04-22
989,F,30,Сочи,premium,2021-12-01,False,2025-04-10
990,M,48,Москва,inactive,2022-12-16,False,2024-09-11
991,M,34,Екатеринбург,salary,2020-04-18,True,2025-04-08
992,M,24,Новосибирск,young,2024-03-20,False,2025-01-26
993,F,41,Санкт-Петербург,premium,2022-09-11,True,2025-04-25
994,M,46,Екатеринбург,mass,2020-01-24,True,2025-02-19
995,F,38,Новосибирск,mass,2020-08-08,True,2024-12-26
996,F,40,Москва,premium,2020-11-10,True,2025-03-25
997,M,18,Москва,young,2020-10-20,True,2024-12-04
998,F,40,Москва,salary,2022-10-30,True,2024-12-17
999,M,23,Сочи,mass,2024-08-27,True,2025-01-01
1000,F,39,Сочи,salary,2022-10-16,False,2025-02-02
1001,F,18,Екатеринбург,young,2024-02-13,True,2025-04-04
1002,F,54,Москва,mass,2024-10-16,False,2025-01-30
1003,M,22,Санкт-Петербург,young,2022-10-14,True,2025-03-09
1004,M,25,Москва,mass,2021-09-29,True,2024-11-24
1005,M,58,Москва,salary,2020-09-23,True,2025-01-06
1006,M,52,Казань,salary,2024-12-20,True,2025-01-06
1007,M,28,Сочи,mass,2020-03-28,True,2025-01-02
1008,M,41,Сочи,salary,2021-03-30,True,2025-03-22
1009,F,38,Екатеринбург,mass,2024-07-07,True,2025-03-26
1010,F,19,Москва,salary,2024-04-05,True,2024-12-28
1011,F,57,Москва,mass,2023-03-17,True,2024-11-17
1012,M,36,Санкт-Петербург,mass,2022-01-26,False,2024-11-04
1013,M,56,Екатеринбург,mass,2024-12-06,True,2025-02-15
1014,F,19,Новосибирск,young,2024-10-18,True,2025-03-26
1015,M,54,Санкт-Петербург,premium,2021-03-06,True,2025-01-21
1016,M,23,Санкт-Петербург,inactive,2024-11-10,True,2024-07-19
1017,F,36,Москва,salary,2022-06-29,False,2024-12-07
1018,M,55,Москва,mass,2024-11-02,True,2025-02-01
1019,M,45,Санкт-Петербург,mass,2024-11-02,True,2025-04-26
1020,F,19,Москва,mass,2020-08-29,False,2024-12-16
1021,M,28,Санкт-Петербург,premium,2021-12-02,True,2024-12-14
1022,F,54,Новосибирск,mass,2022-06-20,False,2025-01-27
1023,M,21,Казань,mass,2022-01-10,True,2025-01-03
1024,M,39,Москва,mass,2020-03-06,True,2025-01-12
1025,M,43,Москва,inactive,2022-08-29,False,2024-09-09
1026,F,60,Санкт-Петербург,inactive,2021-01-12,False,2024-09-05
1027,M,53,Санкт-Петербург,mass,2021-01-22,True,2024-12-30
1028,M,30,Санкт-Петербург,salary,2024-12-19,True,2025-04-03
1029,F,25,Санкт-Петербург,young,2022-02-19,True,2025-01-12
1030,M,34,Казань,inactive,2020-07-27,True,2024-08-04
1031,F,58,Новосибирск,mass,2023-12-09,True,2024-11-04
1032,M,53,Санкт-Петербург,mass,2020-01-16,True,2025-02-22
1033,F,63,Новосибирск,inactive,2023-08-13,True,2024-12-08
1034,F,20,Санкт-Петербург,young,2022-09-12,True,2025-04-25
1035,F,52,Москва,mass,2023-05-28,True,2024-12-25
1036,M,63,Казань,mass,2024-11-27,True,2025-03-07
1037,F,57,Казань,inactive,2021-01-01,True,2024-09-16
1038,M,18,Сочи,young,2022-02-18,True,2025-02-14
1039,F,19,Екатеринбург,young,2023-06-06,True,2025-03-01
1040,F,24,Сочи,young,2024-07-12,True,2025-02-17
1041,F,35,Сочи,salary,2021-03-15,False,2025-04-17
1042,M,23,Казань,young,2021-11-20,True,2025-03-10
1043,F,57,Санкт-Петербург,mass,2024-04-04,True,2024-11-12
1044,M,50,Казань,inactive,2024-01-13,False,2024-07-07
1045,M,29,Сочи,mass,2022-11-25,True,2025-03-28
1046,M,25,Екатеринбург,young,2022-04-26,True,2025-04-18
1047,F,41,Москва,mass,2021-02-25,True,2025-01-29
1048,F,33,Екатеринбург,mass,2024-07-01,True,2024-12-31
1049,M,21,Москва,salary,2023-04-27,True,2024-11-06
1050,F,44,Санкт-Петербург,premium,2023-04-16,True,2025-04-14
1051,M,24,Москва,young,2021-08-30,True,2024-11-04
1052,F,25,Екатеринбург,young,2023-08-31,True,2024-12-24
1053,M,26,Новосибирск,mass,2020-01-20,True,2024-12-28
1054,M,64,Москва,salary,2021-11-06,True,2025-04-05
1055,M,33,Москва,inactive,2021-01-16,False,2024-07-31
1056,F,20,Москва,young,2021-08-31,True,2025-03-03
1057,M,23,Екатеринбург,young,2020-05-22,True,2024-11-14
1058,F,24,Санкт-Петербург,young,2020-03-02,True,2024-12-04
1059,F,18,Москва,young,2023-06-19,False,2025-04-18
1060,M,62,Москва,mass,2020-08-25,True,2025-01-06
1061,M,18,Санкт-Петербург,young,2023-02-28,True,2024-12-05
1062,M,41,Москва,premium,2024-06-16,True,2025-01-30
1063,M,24,Екатеринбург,young,2024-06-14,True,2025-02-06
1064,F,20,Москва,young,2024-07-26,True,2025-02-04
1065,F,59,Екатеринбург,salary,2023-02-20,True,2024-12-14
1066,M,26,Москва,mass,2024-01-03,True,2025-01-02
1067,F,43,Санкт-Петербург,salary,2022-07-15,True,2025-02-07
1068,F,37,Москва,salary,2020-12-07,True,2025-04-08
1069,F,44,Екатеринбург,premium,2023-12-13,True,2025-01-03
1070,F,20,Сочи,young,2024-07-11,True,2025-02-02
1071,F,36,Сочи,salary,2021-03-30,True,2025-03-26
1072,F,20,Казань,mass,2023-05-06,True,2025-02-05
1073,F,41,Санкт-Петербург,inactive,2020-10-08,False,2024-11-28
1074,F,22,Новосибирск,young,2022-06-04,True,2024-12-01
1075,M,20,Екатеринбург,mass,2022-10-21,True,2025-04-17
1076,F,23,Москва,young,2021-12-23,True,2025-04-20
1077,F,33,Новосибирск,mass,2024-12-03,True,2025-01-27
1078,M,32,Санкт-Петербург,salary,2023-09-17,True,2025-04-01
1079,F,52,Москва,salary,2023-05-20,True,2025-01-28
1080,M,29,Москва,salary,2020-03-27,True,2025-02-07
1081,M,58,Москва,mass,2021-10-26,True,2025-02-19
1082,F,61,Санкт-Петербург,inactive,2022-05-11,True,2024-12-26
1083,F,19,Москва,young,2024-09-18,False,2025-04-02
1084,M,64,Москва,mass,2020-03-01,True,2025-03-28
1085,M,51,Москва,mass,2022-03-07,True,2025-04-11
1086,F,40,Казань,mass,2020-04-04,True,2025-01-11
1087,M,20,Екатеринбург,young,2022-02-24,True,2025-02-28
1088,F,23,Санкт-Петербург,young,2024-04-25,True,2025-01-30
1089,M,29,Москва,salary,2023-03-16,True,2024-12-08
1090,F,40,Москва,salary,2023-06-23,True,2025-04-20
1091,M,30,Сочи,premium,2024-07-25,False,2024-12-07
1092,M,40,Санкт-Петербург,mass,2022-08-18,True,2025-01-30
1093,M,65,Санкт-Петербург,mass,2020-10-23,False,2025-03-03
1094,F,52,Москва,premium,2023-02-20,False,2025-02-24
1095,F,18,Екатеринбург,mass,2024-08-05,True,2025-01-07
1096,F,42,Санкт-Петербург,mass,2021-11-24,True,2025-04-17
1097,F,19,Москва,mass,2024-09-23,True,2025-04-16
1098,F,47,Москва,mass,2024-01-19,True,2025-04-10
1099,M,20,Санкт-Петербург,young,2021-02-02,True,2025-01-04
1100,F,38,Новосибирск,inactive,2024-10-08,False,2024-10-12
1101,F,22,Новосибирск,young,2022-08-03,True,2025-01-27
1102,M,26,Казань,young,2023-06-08,False,2024-11-24
1103,M,39,Екатеринбург,mass,2021-06-17,True,2025-05-01
1104,M,29,Москва,premium,2021-02-05,False,2025-02-16
1105,M,50,Казань,inactive,2024-06-03,False,2024-05-14
1106,F,55,Екатеринбург,salary,2020-05-09,True,2025-02-04
1107,F,32,Москва,mass,2020-10-18,False,2024-12-16
1108,M,53,Новосибирск,premium,2020-10-02,True,2024-11-03
1109,M,58,Москва,premium,2022-06-30,True,2025-03-01
1110,F,63,Москва,mass,2023-10-31,True,2025-03-05
1111,M,42,Казань,mass,2022-07-14,True,2025-01-14
1112,F,20,Казань,young,2020-02-24,True,2025-04-13
1113,F,41,Екатеринбург,mass,2024-05-20,True,2025-01-13
1114,F,23,Москва,young,2022-01-08,True,2024-12-12
1115,M,23,Новосибирск,mass,2022-11-15,True,2024-12-30
1116,M,60,Санкт-Петербург,inactive,2024-01-04,True,2024-11-17
1117,F,65,Санкт-Петербург,mass,2022-02-03,True,2025-01-22
1118,M,61,Сочи,mass,2023-05-05,True,2025-04-23
1119,F,64,Екатеринбург,salary,2021-10-03,True,2025-03-14
1120,F,40,Москва,salary,2023-06-20,True,2024-11-18
1121,M,36,Екатеринбург,premium,2021-12-24,True,2025-04-01
1122,M,44,Москва,mass,2023-04-28,True,2024-11-24
1123,M,35,Москва,mass,2022-03-12,True,2025-03-04
1124,M,38,Санкт-Петербург,salary,2022-01-07,True,2024-12-06
1125,M,22,Сочи,young,2022-01-27,True,2024-12-23
1126,M,22,Москва,young,2024-05-10,True,2025-03-18
1127,F,39,Екатеринбург,salary,2021-07-20,True,2025-01-26
1128,F,57,Москва,premium,2023-07-23,True,2025-03-20
1129,F,23,Екатеринбург,young,2023-12-03,True,2025-01-24
1130,F,47,Санкт-Петербург,premium,2020-12-05,True,2025-05-01
1131,M,57,Екатеринбург,mass,2020-06-01,True,2024-12-22
1132,F,48,Москва,premium,2024-05-07,True,2025-01-31
1133,F,42,Екатеринбург,salary,2023-11-22,True,2025-03-19
1134,F,25,Сочи,mass,2024-01-07,True,2024-12-18
1135,M,28,Екатеринбург,salary,2024-07-04,True,2025-03-30
1136,F,22,Санкт-Петербург,mass,2022-09-30,False,2024-12-16
1137,M,62,Сочи,salary,2021-03-02,False,2025-04-02
1138,F,54,Москва,inactive,2022-09-29,True,2024-08-07
1139,F,62,Екатеринбург,mass,2024-02-19,True,2025-03-07
1140,M,55,Новосибирск,salary,2020-07-22,True,2025-01-17
1141,M,46,Москва,mass,2023-02-09,True,2025-04-01
1142,F,22,Санкт-Петербург,mass,2020-11-20,True,2024-11-05
1143,M,26,Москва,mass,2023-07-05,True,2025-02-02
1144,M,65,Казань,mass,2022-08-07,True,2025-05-01
1145,F,19,Казань,salary,2024-03-31,True,2025-01-12
1146,M,18,Москва,mass,2022-08-08,True,2025-02-09
1147,M,57,Санкт-Петербург,mass,2023-10-05,True,2025-04-13
1148,M,47,Москва,salary,2022-07-27,True,2025-01-07
1149,M,23,Санкт-Петербург,young,2022-08-14,True,2024-12-27
1150,M,56,Москва,premium,2024-08-28,True,2025-02-27
1151,M,52,Новосибирск,premium,2022-06-12,True,2025-03-10
1152,M,29,Москва,mass,2021-03-10,True,2025-04-26
1153,M,56,Новосибирск,mass,2023-12-20,True,2025-04-15
1154,M,43,Казань,inactive,2023-07-27,True,2024-05-23
1155,M,30,Санкт-Петербург,salary,2021-01-05,True,2025-01-04
1156,M,25,Екатеринбург,salary,2024-08-20,True,2025-02-18
1157,F,45,Санкт-Петербург,salary,2022-07-21,True,2025-01-21
1158,M,47,Санкт-Петербург,salary,2020-09-05,True,2025-01-31
1159,M,26,Москва,salary,2022-06-09,True,2025-04-26
1160,F,52,Санкт-Петербург,premium,2020-06-29,True,2025-01-13
1161,M,48,Москва,mass,2021-12-03,True,2025-03-23
1162,F,38,Москва,inactive,2022-09-25,False,2025-01-31
1163,F,64,Санкт-Петербург,salary,2024-08-01,True,2025-02-25
1164,M,51,Москва,mass,2020-03-18,True,2024-12-16
1165,F,48,Москва,inactive,2022-07-07,False,2024-09-06
1166,M,18,Москва,young,2022-06-03,True,2024-12-05
1167,M,29,Москва,mass,2020-12-01,True,2025-01-06
1168,F,18,Москва,mass,2020-02-19,True,2025-03-20
1169,F,26,Сочи,young,2020-03-25,True,2025-03-05
1170,F,57,Москва,mass,2024-09-14,True,2024-11-29
1171,M,54,Казань,salary,2021-11-25,True,2025-03-25
1172,M,22,Москва,young,2020-01-04,True,2025-01-28
1173,M,18,Сочи,mass,2022-09-19,True,2025-03-27
1174,F,18,Москва,salary,2020-11-12,True,2025-04-26
1175,M,59,Сочи,mass,2023-02-08,True,2024-12-22
1176,F,59,Казань,mass,2023-09-19,True,2025-02-26
1177,M,18,Москва,young,2022-02-01,False,2024-12-29
1178,F,32,Новосибирск,salary,2023-03-02,True,2025-01-05
1179,M,25,Санкт-Петербург,young,2021-09-03,True,2025-04-14
1180,F,39,Москва,mass,2022-10-01,True,2024-12-02
1181,M,55,Екатеринбург,mass,2022-07-02,True,2025-01-26
1182,F,52,Сочи,salary,2024-09-03,True,2024-11-26
1183,M,24,Санкт-Петербург,young,2022-03-09,True,2024-12-02
1184,M,33,Москва,inactive,2020-04-28,False,2024-08-26
1185,F,25,Новосибирск,mass,2020-12-15,True,2025-03-27
1186,M,64,Екатеринбург,salary,2022-07-05,True,2025-02-21
1187,M,34,Новосибирск,mass,2021-11-17,True,2025-01-27
1188,F,24,Екатеринбург,young,2021-06-25,True,2024-12-19
1189,F,43,Москва,salary,2022-12-14,False,2024-11-21
1190,M,36,Сочи,premium,2020-12-26,True,2025-03-19
