event_id,message_id,event_type,event_at
1693,671,delivered,2025-03-01 13:06:00
1694,671,opened,2025-03-01 15:00:00
1695,672,sent,2025-03-01 09:00:00
1696,672,delivered,2025-03-01 09:24:00
1697,673,sent,2025-03-02 17:00:00
1698,673,delivered,2025-03-02 17:09:00
1699,673,opened,2025-03-02 18:46:00
1700,674,sent,2025-03-02 09:00:00
1701,674,delivered,2025-03-02 09:37:00
1702,674,clicked,2025-03-02 12:15:00
1703,675,sent,2025-03-01 15:00:00
1704,675,delivered,2025-03-01 15:05:00
1705,675,clicked,2025-03-01 16:59:00
1706,676,sent,2025-03-01 10:00:00
1707,676,delivered,2025-03-01 10:07:00
1708,676,opened,2025-03-01 11:10:00
1709,677,sent,2025-03-02 17:00:00
1710,678,sent,2025-03-01 19:00:00
1711,678,delivered,2025-03-01 19:43:00
1712,679,sent,2025-03-01 11:00:00
1713,679,delivered,2025-03-01 11:38:00
1714,680,sent,2025-03-01 11:00:00
1715,680,delivered,2025-03-01 11:24:00
1716,681,sent,2025-03-02 08:00:00
1717,681,delivered,2025-03-02 08:11:00
1718,681,clicked,2025-03-02 08:44:00
1719,682,sent,2025-03-02 08:00:00
1720,682,delivered,2025-03-02 08:18:00
1721,683,sent,2025-03-01 15:00:00
1722,683,delivered,2025-03-01 15:38:00
1723,684,sent,2025-03-01 11:00:00
1724,684,delivered,2025-03-01 11:03:00
1725,684,opened,2025-03-01 13:51:00
1726,684,clicked,2025-03-01 14:49:00
1727,685,sent,2025-03-01 13:00:00
1728,685,delivered,2025-03-01 13:42:00
1729,686,sent,2025-03-02 10:00:00
1730,686,delivered,2025-03-02 10:31:00
1731,686,opened,2025-03-02 13:42:00
1732,687,sent,2025-03-02 13:00:00
1733,687,delivered,2025-03-02 13:14:00
1734,688,sent,2025-03-02 09:00:00
1735,688,delivered,2025-03-02 09:56:00
1736,688,opened,2025-03-02 10:20:00
1737,689,sent,2025-03-01 18:00:00
1738,689,delivered,2025-03-01 18:17:00
1739,689,opened,2025-03-01 21:10:00
1740,690,sent,2025-03-02 16:00:00
1741,690,delivered,2025-03-02 16:59:00
1742,690,opened,2025-03-02 20:57:00
1743,690,clicked,2025-03-03 00:31:00
1744,691,sent,2025-03-02 17:00:00
1745,691,delivered,2025-03-02 17:45:00
1746,692,sent,2025-03-02 12:00:00
1747,692,delivered,2025-03-02 12:52:00
1748,692,opened,2025-03-02 13:57:00
1749,693,sent,2025-03-01 11:00:00
1750,693,delivered,2025-03-01 11:51:00
1751,693,opened,2025-03-01 12:55:00
1752,693,clicked,2025-03-01 16:53:00
1753,694,sent,2025-03-01 10:00:00
1754,694,delivered,2025-03-01 10:51:00
1755,694,opened,2025-03-01 11:16:00
1756,695,sent,2025-03-02 17:00:00
1757,695,delivered,2025-03-02 17:02:00
1758,695,opened,2025-03-02 18:59:00
1759,696,sent,2025-03-01 18:00:00
1760,696,delivered,2025-03-01 18:16:00
1761,696,opened,2025-03-01 19:58:00
1762,697,sent,2025-03-01 10:00:00
1763,697,delivered,2025-03-01 10:28:00
1764,697,clicked,2025-03-01 13:03:00
1765,698,sent,2025-03-02 19:00:00
1766,698,delivered,2025-03-02 19:58:00
1767,698,clicked,2025-03-02 22:40:00
1768,699,sent,2025-03-02 10:00:00
1769,699,delivered,2025-03-02 10:06:00
1770,699,clicked,2025-03-02 14:00:00
1771,700,sent,2025-03-01 11:00:00
1772,700,delivered,2025-03-01 11:43:00
1773,700,opened,2025-03-01 12:31:00
1774,700,clicked,2025-03-01 15:01:00
1775,701,sent,2025-03-02 18:00:00
1776,701,delivered,2025-03-02 18:32:00
1777,702,sent,2025-03-02 14:00:00
1778,702,delivered,2025-03-02 14:12:00
1779,702,opened,2025-03-02 15:07:00
1780,703,sent,2025-03-01 12:00:00
1781,703,delivered,2025-03-01 12:59:00
1782,703,opened,2025-03-01 14:35:00
1783,703,clicked,2025-03-01 18:22:00
1784,704,sent,2025-03-02 19:00:00
1785,704,delivered,2025-03-02 19:36:00
1786,704,opened,2025-03-02 23:02:00
1787,704,clicked,2025-03-03 00:05:00
1788,705,sent,2025-03-02 12:00:00
1789,705,delivered,2025-03-02 12:17:00
1790,706,sent,2025-03-01 10:00:00
1791,706,delivered,2025-03-01 10:11:00
1792,706,opened,2025-03-01 11:53:00
1793,706,clicked,2025-03-01 15:15:00
1794,707,sent,2025-03-02 19:00:00
1795,707,delivered,2025-03-02 19:18:00
1796,707,opened,2025-03-02 22:21:00
1797,707,clicked,2025-03-02 22:56:00
1798,708,sent,2025-03-01 08:00:00
1799,708,delivered,2025-03-01 08:59:00
1800,708,opened,2025-03-01 11:00:00
1801,709,sent,2025-03-01 19:00:00
1802,709,delivered,2025-03-01 19:36:00
1803,710,sent,2025-03-01 15:00:00
1804,710,delivered,2025-03-01 15:48:00
1805,711,sent,2025-03-02 18:00:00
1806,711,delivered,2025-03-02 18:41:00
1807,712,sent,2025-03-02 18:00:00
1808,712,delivered,2025-03-02 18:55:00
1809,713,sent,2025-03-02 18:00:00
1810,713,delivered,2025-03-02 18:24:00
1811,714,sent,2025-03-01 18:00:00
1812,714,delivered,2025-03-01 18:24:00
1813,714,clicked,2025-03-01 20:47:00
1814,715,sent,2025-03-01 17:00:00
1815,715,delivered,2025-03-01 17:28:00
1816,716,sent,2025-03-01 11:00:00
1817,716,delivered,2025-03-01 11:27:00
1818,716,opened,2025-03-01 14:55:00
1819,717,sent,2025-03-01 13:00:00
1820,717,delivered,2025-03-01 13:32:00
1821,718,sent,2025-03-01 10:00:00
1822,718,delivered,2025-03-01 10:15:00
1823,718,opened,2025-03-01 10:56:00
1824,719,sent,2025-03-02 18:00:00
1825,719,delivered,2025-03-02 18:22:00
1826,719,opened,2025-03-02 19:18:00
1827,720,sent,2025-03-02 15:00:00
1828,720,delivered,2025-03-02 15:46:00
1829,720,clicked,2025-03-02 18:33:00
1830,721,sent,2025-03-02 11:00:00
1831,721,delivered,2025-03-02 11:36:00
1832,722,sent,2025-03-02 18:00:00
1833,722,delivered,2025-03-02 18:54:00
1834,723,sent,2025-03-02 18:00:00
1835,723,delivered,2025-03-02 18:59:00
1836,724,sent,2025-03-01 13:00:00
1837,724,delivered,2025-03-01 13:57:00
1838,724,opened,2025-03-01 14:23:00
1839,725,sent,2025-03-01 10:00:00
1840,725,delivered,2025-03-01 10:56:00
1841,726,sent,2025-03-01 17:00:00
1842,726,delivered,2025-03-01 17:52:00
1843,727,sent,2025-03-02 12:00:00
1844,728,sent,2025-03-02 19:00:00
1845,728,delivered,2025-03-02 19:10:00
1846,728,opened,2025-03-02 20:56:00
1847,728,clicked,2025-03-02 21:52:00
1848,729,sent,2025-03-02 17:00:00
1849,729,delivered,2025-03-02 17:19:00
1850,730,sent,2025-03-02 15:00:00
1851,730,delivered,2025-03-02 15:03:00
1852,731,sent,2025-03-02 19:00:00
1853,731,delivered,2025-03-02 19:19:00
1854,732,sent,2025-03-02 12:00:00
1855,732,delivered,2025-03-02 12:39:00
1856,732,opened,2025-03-02 16:33:00
1857,733,sent,2025-03-01 19:00:00
1858,733,delivered,2025-03-01 19:07:00
1859,733,opened,2025-03-01 20:59:00
1860,734,sent,2025-03-01 14:00:00
1861,734,delivered,2025-03-01 14:40:00
1862,735,sent,2025-03-01 09:00:00
1863,735,delivered,2025-03-01 09:16:00
1864,735,opened,2025-03-01 12:52:00
1865,736,sent,2025-03-01 17:00:00
1866,736,delivered,2025-03-01 17:26:00
1867,736,opened,2025-03-01 19:28:00
1868,736,clicked,2025-03-01 19:55:00
1869,737,sent,2025-03-01 12:00:00
1870,737,delivered,2025-03-01 12:09:00
1871,737,opened,2025-03-01 13:23:00
1872,738,sent,2025-03-01 08:00:00
1873,738,delivered,2025-03-01 08:06:00
1874,738,opened,2025-03-01 08:48:00
1875,738,clicked,2025-03-01 10:32:00
1876,739,sent,2025-03-02 10:00:00
1877,739,delivered,2025-03-02 10:41:00
1878,739,opened,2025-03-02 13:44:00
1879,739,clicked,2025-03-02 16:50:00
1880,740,sent,2025-03-02 11:00:00
1881,740,delivered,2025-03-02 11:02:00
1882,741,sent,2025-03-01 14:00:00
1883,741,delivered,2025-03-01 14:10:00
1884,742,sent,2025-03-02 08:00:00
1885,742,delivered,2025-03-02 08:08:00
1886,742,opened,2025-03-02 11:54:00
1887,743,sent,2025-03-01 15:00:00
1888,743,delivered,2025-03-01 15:13:00
1889,744,sent,2025-03-02 09:00:00
1890,744,delivered,2025-03-02 09:16:00
1891,745,sent,2025-03-01 19:00:00
1892,745,delivered,2025-03-01 19:51:00
1893,745,opened,2025-03-01 23:20:00
1894,746,sent,2025-03-02 12:00:00
1895,746,delivered,2025-03-02 12:08:00
1896,746,opened,2025-03-02 12:38:00
1897,746,clicked,2025-03-02 15:20:00
1898,747,sent,2025-03-01 18:00:00
1899,747,delivered,2025-03-01 18:25:00
1900,748,sent,2025-03-01 10:00:00
1901,748,delivered,2025-03-01 10:41:00
1902,748,opened,2025-03-01 11:23:00
1903,748,clicked,2025-03-01 14:28:00
1904,749,sent,2025-03-01 09:00:00
1905,749,delivered,2025-03-01 09:41:00
1906,749,opened,2025-03-01 11:39:00
1907,750,sent,2025-03-01 15:00:00
1908,750,delivered,2025-03-01 15:34:00
1909,751,sent,2025-03-02 11:00:00
1910,751,delivered,2025-03-02 11:42:00
1911,752,sent,2025-03-01 16:00:00
1912,752,delivered,2025-03-01 16:50:00
1913,753,sent,2025-03-01 09:00:00
1914,753,delivered,2025-03-01 09:41:00
1915,753,opened,2025-03-01 10:33:00
1916,754,sent,2025-03-02 12:00:00
1917,754,delivered,2025-03-02 12:21:00
1918,754,opened,2025-03-02 13:52:00
1919,754,clicked,2025-03-02 16:24:00
1920,755,sent,2025-03-01 15:00:00
1921,755,delivered,2025-03-01 15:29:00
1922,756,sent,2025-03-02 19:00:00
1923,756,delivered,2025-03-02 19:46:00
1924,757,sent,2025-03-01 16:00:00
1925,757,delivered,2025-03-01 16:57:00
1926,758,sent,2025-03-02 16:00:00
1927,758,delivered,2025-03-02 16:45:00
1928,759,sent,2025-03-01 14:00:00
1929,759,delivered,2025-03-01 14:55:00
1930,760,sent,2025-03-01 08:00:00
1931,760,delivered,2025-03-01 08:34:00
1932,760,opened,2025-03-01 12:30:00
1933,760,clicked,2025-03-01 12:55:00
1934,761,sent,2025-03-01 09:00:00
1935,761,delivered,2025-03-01 09:09:00
1936,761,opened,2025-03-01 11:07:00
1937,762,sent,2025-03-01 10:00:00
1938,762,delivered,2025-03-01 10:47:00
1939,763,sent,2025-03-01 10:00:00
1940,763,delivered,2025-03-01 10:30:00
1941,763,opened,2025-03-01 12:01:00
1942,763,clicked,2025-03-01 15:27:00
1943,764,sent,2025-03-01 10:00:00
1944,764,delivered,2025-03-01 10:36:00
1945,764,opened,2025-03-01 14:20:00
1946,765,sent,2025-03-02 11:00:00
1947,765,delivered,2025-03-02 11:45:00
1948,765,opened,2025-03-02 14:05:00
1949,765,clicked,2025-03-02 15:19:00
1950,766,sent,2025-03-01 12:00:00
1951,766,delivered,2025-03-01 12:25:00
1952,767,sent,2025-03-01 12:00:00
1953,767,delivered,2025-03-01 12:42:00
1954,768,sent,2025-03-02 10:00:00
1955,768,delivered,2025-03-02 10:22:00
1956,769,sent,2025-03-02 16:00:00
1957,769,delivered,2025-03-02 16:04:00
1958,770,sent,2025-03-02 13:00:00
1959,770,delivered,2025-03-02 13:48:00
1960,771,sent,2025-03-02 17:00:00
1961,771,delivered,2025-03-02 17:04:00
1962,771,opened,2025-03-02 17:10:00
1963,772,sent,2025-03-02 14:00:00
1964,772,delivered,2025-03-02 14:10:00
1965,772,opened,2025-03-02 16:47:00
1966,772,clicked,2025-03-02 18:49:00
1967,773,sent,2025-03-02 18:00:00
1968,773,delivered,2025-03-02 18:02:00
1969,773,clicked,2025-03-02 19:06:00
1970,774,sent,2025-03-01 18:00:00
1971,774,delivered,2025-03-01 18:17:00
1972,775,sent,2025-03-01 11:00:00
1973,775,delivered,2025-03-01 11:30:00
1974,776,sent,2025-03-01 09:00:00
1975,776,delivered,2025-03-01 09:03:00
1976,776,clicked,2025-03-01 10:54:00
1977,777,sent,2025-03-02 18:00:00
1978,777,delivered,2025-03-02 18:05:00
1979,777,opened,2025-03-02 19:03:00
1980,778,sent,2025-03-01 11:00:00
1981,778,delivered,2025-03-01 11:33:00
1982,779,sent,2025-03-02 09:00:00
1983,779,delivered,2025-03-02 09:46:00
1984,780,sent,2025-03-01 17:00:00
1985,780,delivered,2025-03-01 17:09:00
1986,781,sent,2025-03-01 11:00:00
1987,781,delivered,2025-03-01 11:07:00
1988,782,sent,2025-03-02 11:00:00
1989,782,delivered,2025-03-02 11:14:00
1990,782,opened,2025-03-02 14:41:00
1991,782,clicked,2025-03-02 17:02:00
1992,783,sent,2025-03-02 10:00:00
1993,783,delivered,2025-03-02 10:26:00
1994,784,sent,2025-03-02 18:00:00
1995,784,delivered,2025-03-02 18:17:00
1996,784,clicked,2025-03-02 21:11:00
1997,785,sent,2025-03-01 16:00:00
1998,785,delivered,2025-03-01 16:03:00
1999,785,opened,2025-03-01 17:30:00
2000,786,sent,2025-03-01 11:00:00
2001,786,delivered,2025-03-01 11:12:00
2002,786,opened,2025-03-01 13:11:00
2003,787,sent,2025-03-02 11:00:00
2004,787,delivered,2025-03-02 11:28:00
2005,788,sent,2025-03-02 11:00:00
2006,788,delivered,2025-03-02 11:30:00
2007,789,sent,2025-03-02 14:00:00
2008,789,delivered,2025-03-02 14:18:00
2009,789,opened,2025-03-02 15:23:00
2010,789,clicked,2025-03-02 15:57:00
2011,790,sent,2025-03-02 16:00:00
2012,791,sent,2025-03-02 11:00:00
2013,791,delivered,2025-03-02 11:02:00
2014,792,sent,2025-03-02 11:00:00
2015,792,delivered,2025-03-02 11:24:00
2016,792,opened,2025-03-02 13:00:00
2017,793,sent,2025-03-02 16:00:00
2018,793,delivered,2025-03-02 16:51:00
2019,793,opened,2025-03-02 18:58:00
2020,794,sent,2025-03-01 08:00:00
2021,794,delivered,2025-03-01 08:22:00
2022,794,opened,2025-03-01 10:42:00
2023,795,sent,2025-03-01 10:00:00
2024,795,delivered,2025-03-01 10:45:00
2025,796,sent,2025-03-01 19:00:00
2026,796,delivered,2025-03-01 19:58:00
2027,796,clicked,2025-03-01 21:15:00
2028,797,sent,2025-03-01 19:00:00
2029,797,delivered,2025-03-01 19:30:00
2030,798,sent,2025-03-01 08:00:00
2031,798,delivered,2025-03-01 08:48:00
2032,798,opened,2025-03-01 11:04:00
2033,799,sent,2025-03-01 11:00:00
2034,799,delivered,2025-03-01 11:08:00
2035,799,opened,2025-03-01 14:49:00
2036,799,clicked,2025-03-01 16:58:00
2037,800,sent,2025-03-01 09:00:00
2038,800,delivered,2025-03-01 09:48:00
2039,801,sent,2025-03-02 16:00:00
2040,801,delivered,2025-03-02 16:55:00
2041,801,opened,2025-03-02 17:03:00
2042,801,clicked,2025-03-02 17:30:00
2043,802,sent,2025-03-02 19:00:00
2044,802,delivered,2025-03-02 19:19:00
2045,803,sent,2025-03-01 16:00:00
2046,803,delivered,2025-03-01 16:45:00
2047,804,sent,2025-03-01 12:00:00
2048,804,delivered,2025-03-01 12:39:00
2049,805,sent,2025-03-01 18:00:00
2050,805,delivered,2025-03-01 18:14:00
2051,805,clicked,2025-03-01 19:35:00
2052,806,sent,2025-03-01 08:00:00
2053,806,delivered,2025-03-01 08:28:00
2054,807,sent,2025-03-02 15:00:00
2055,807,delivered,2025-03-02 15:25:00
2056,808,sent,2025-03-01 09:00:00
2057,808,delivered,2025-03-01 09:22:00
2058,808,clicked,2025-03-01 11:21:00
2059,809,sent,2025-03-02 13:00:00
2060,809,delivered,2025-03-02 13:02:00
2061,810,sent,2025-03-01 12:00:00
2062,811,sent,2025-03-02 13:00:00
2063,811,delivered,2025-03-02 13:44:00
2064,811,opened,2025-03-02 16:40:00
2065,811,clicked,2025-03-02 17:50:00
2066,812,sent,2025-03-01 13:00:00
2067,812,delivered,2025-03-01 13:03:00
2068,812,opened,2025-03-01 15:55:00
2069,813,sent,2025-03-02 14:00:00
2070,813,delivered,2025-03-02 14:07:00
2071,814,sent,2025-03-02 12:00:00
2072,814,delivered,2025-03-02 12:46:00
2073,814,opened,2025-03-02 14:50:00
2074,815,sent,2025-03-02 13:00:00
2075,815,delivered,2025-03-02 13:45:00
2076,815,clicked,2025-03-02 13:57:00
2077,816,sent,2025-03-02 18:00:00
2078,816,delivered,2025-03-02 18:36:00
2079,816,opened,2025-03-02 20:09:00
2080,817,sent,2025-03-02 11:00:00
2081,817,delivered,2025-03-02 11:21:00
2082,817,opened,2025-03-02 13:28:00
2083,818,sent,2025-03-02 16:00:00
2084,818,delivered,2025-03-02 16:59:00
2085,819,sent,2025-03-01 19:00:00
2086,819,delivered,2025-03-01 19:19:00
2087,819,opened,2025-03-01 19:35:00
2088,820,sent,2025-03-02 10:00:00
2089,820,delivered,2025-03-02 10:34:00
2090,821,sent,2025-03-01 12:00:00
2091,821,delivered,2025-03-01 12:59:00
2092,822,sent,2025-03-01 10:00:00
2093,822,delivered,2025-03-01 10:12:00
2094,823,sent,2025-03-01 12:00:00
2095,823,delivered,2025-03-01 12:38:00
2096,823,opened,2025-03-01 12:41:00
2097,824,sent,2025-03-01 14:00:00
2098,824,delivered,2025-03-01 14:57:00
2099,824,opened,2025-03-01 16:11:00
2100,825,sent,2025-03-02 14:00:00
2101,825,delivered,2025-03-02 14:25:00
2102,826,sent,2025-03-01 17:00:00
2103,826,delivered,2025-03-01 17:46:00
2104,826,opened,2025-03-01 17:49:00
2105,827,sent,2025-03-02 14:00:00
2106,827,delivered,2025-03-02 14:41:00
2107,827,opened,2025-03-02 18:24:00
2108,827,clicked,2025-03-02 20:40:00
2109,828,sent,2025-03-01 10:00:00
2110,828,delivered,2025-03-01 10:06:00
2111,828,opened,2025-03-01 14:00:00
2112,829,sent,2025-03-02 12:00:00
2113,829,delivered,2025-03-02 12:31:00
2114,830,sent,2025-03-01 10:00:00
2115,830,delivered,2025-03-01 10:16:00
2116,831,sent,2025-03-02 12:00:00
2117,831,delivered,2025-03-02 12:24:00
2118,831,opened,2025-03-02 12:52:00
2119,831,clicked,2025-03-02 16:00:00
2120,832,sent,2025-03-01 14:00:00
2121,832,delivered,2025-03-01 14:06:00
2122,832,opened,2025-03-01 17:50:00
2123,833,sent,2025-03-02 15:00:00
2124,833,delivered,2025-03-02 15:10:00
2125,834,sent,2025-03-02 11:00:00
2126,834,delivered,2025-03-02 11:16:00
2127,834,opened,2025-03-02 11:37:00
2128,834,clicked,2025-03-02 14:15:00
2129,835,sent,2025-03-02 17:00:00
2130,835,delivered,2025-03-02 17:51:00
2131,836,sent,2025-03-02 12:00:00
2132,836,delivered,2025-03-02 12:04:00
2133,836,opened,2025-03-02 13:37:00
2134,837,sent,2025-03-01 08:00:00
2135,837,delivered,2025-03-01 08:45:00
2136,837,opened,2025-03-01 09:27:00
2137,838,sent,2025-03-02 14:00:00
2138,838,delivered,2025-03-02 14:43:00
2139,839,sent,2025-03-01 11:00:00
2140,839,delivered,2025-03-01 11:15:00
2141,839,opened,2025-03-01 12:23:00
2142,840,sent,2025-03-02 09:00:00
2143,840,delivered,2025-03-02 09:48:00
2144,841,sent,2025-03-02 08:00:00
2145,841,delivered,2025-03-02 08:46:00
2146,841,opened,2025-03-02 09:26:00
2147,842,sent,2025-03-02 08:00:00
2148,842,delivered,2025-03-02 08:37:00
2149,843,sent,2025-03-02 10:00:00
2150,843,delivered,2025-03-02 10:39:00
2151,844,sent,2025-03-02 12:00:00
2152,844,delivered,2025-03-02 12:03:00
2153,844,clicked,2025-03-02 12:17:00
2154,845,sent,2025-03-02 09:00:00
2155,845,delivered,2025-03-02 09:31:00
2156,845,opened,2025-03-02 10:29:00
2157,845,clicked,2025-03-02 12:15:00
2158,846,sent,2025-03-01 12:00:00
2159,846,delivered,2025-03-01 12:03:00
2160,846,opened,2025-03-01 12:56:00
2161,847,sent,2025-03-02 16:00:00
2162,848,sent,2025-03-02 14:00:00
2163,848,delivered,2025-03-02 14:17:00
2164,849,sent,2025-03-01 13:00:00
2165,850,sent,2025-03-01 13:00:00
2166,850,delivered,2025-03-01 13:51:00
2167,850,opened,2025-03-01 14:36:00
2168,851,sent,2025-03-02 16:00:00
2169,851,delivered,2025-03-02 16:03:00
2170,852,sent,2025-03-02 15:00:00
2171,852,delivered,2025-03-02 15:45:00
2172,853,sent,2025-03-01 08:00:00
2173,853,delivered,2025-03-01 08:57:00
2174,853,clicked,2025-03-01 12:22:00
2175,854,sent,2025-03-01 11:00:00
2176,854,delivered,2025-03-01 11:04:00
2177,854,clicked,2025-03-01 11:49:00
2178,855,sent,2025-03-02 10:00:00
2179,855,delivered,2025-03-02 10:48:00
2180,855,opened,2025-03-02 14:14:00
2181,856,sent,2025-03-01 17:00:00
2182,856,delivered,2025-03-01 17:43:00
2183,857,sent,2025-03-02 13:00:00
2184,857,delivered,2025-03-02 13:02:00
2185,858,sent,2025-03-02 10:00:00
2186,858,delivered,2025-03-02 10:30:00
2187,859,sent,2025-03-01 19:00:00
2188,859,delivered,2025-03-01 19:10:00
2189,860,sent,2025-03-01 11:00:00
2190,860,delivered,2025-03-01 11:58:00
2191,861,sent,2025-03-02 17:00:00
2192,861,delivered,2025-03-02 17:59:00
2193,862,sent,2025-03-01 15:00:00
2194,862,delivered,2025-03-01 15:16:00
2195,863,sent,2025-03-01 17:00:00
2196,863,delivered,2025-03-01 17:36:00
2197,864,sent,2025-03-02 12:00:00
2198,864,delivered,2025-03-02 12:26:00
2199,864,opened,2025-03-02 14:46:00
2200,865,sent,2025-03-01 12:00:00
2201,865,delivered,2025-03-01 12:56:00
2202,866,sent,2025-03-02 14:00:00
2203,866,delivered,2025-03-02 14:28:00
2204,866,opened,2025-03-02 14:36:00
2205,867,sent,2025-03-01 08:00:00
2206,867,delivered,2025-03-01 08:44:00
2207,868,sent,2025-03-02 09:00:00
2208,869,sent,2025-03-02 11:00:00
2209,869,delivered,2025-03-02 11:29:00
2210,870,sent,2025-03-02 18:00:00
2211,870,delivered,2025-03-02 18:55:00
2212,871,sent,2025-03-01 08:00:00
2213,871,delivered,2025-03-01 08:24:00
2214,872,sent,2025-03-02 09:00:00
2215,872,delivered,2025-03-02 09:12:00
2216,872,opened,2025-03-02 11:24:00
2217,873,sent,2025-03-02 12:00:00
2218,873,delivered,2025-03-02 12:44:00
2219,874,sent,2025-03-01 09:00:00
2220,874,delivered,2025-03-01 09:31:00
2221,875,sent,2025-03-02 10:00:00
2222,875,delivered,2025-03-02 10:57:00
2223,875,opened,2025-03-02 13:08:00
2224,875,clicked,2025-03-02 15:47:00
2225,876,sent,2025-03-01 11:00:00
2226,876,delivered,2025-03-01 11:18:00
2227,876,clicked,2025-03-01 14:17:00
2228,877,sent,2025-03-01 17:00:00
2229,877,delivered,2025-03-01 17:57:00
2230,878,sent,2025-03-01 15:00:00
2231,878,delivered,2025-03-01 15:08:00
2232,878,opened,2025-03-01 16:53:00
2233,879,sent,2025-03-02 16:00:00
2234,879,delivered,2025-03-02 16:53:00
2235,880,sent,2025-03-01 18:00:00
2236,880,delivered,2025-03-01 18:36:00
2237,881,sent,2025-03-01 16:00:00
2238,881,delivered,2025-03-01 16:54:00
2239,881,opened,2025-03-01 18:46:00
2240,882,sent,2025-03-01 17:00:00
2241,882,delivered,2025-03-01 17:53:00
2242,882,opened,2025-03-01 19:36:00
2243,883,sent,2025-03-02 15:00:00
2244,883,delivered,2025-03-02 15:57:00
2245,884,sent,2025-03-01 19:00:00
2246,884,delivered,2025-03-01 19:59:00
2247,884,opened,2025-03-01 23:32:00
2248,884,clicked,2025-03-02 01:09:00
2249,885,sent,2025-03-02 19:00:00
2250,885,delivered,2025-03-02 19:14:00
2251,886,sent,2025-03-02 08:00:00
2252,886,delivered,2025-03-02 08:13:00
2253,886,opened,2025-03-02 09:53:00
2254,887,sent,2025-03-01 10:00:00
2255,887,delivered,2025-03-01 10:53:00
2256,887,opened,2025-03-01 12:50:00
2257,888,sent,2025-03-02 13:00:00
2258,888,delivered,2025-03-02 13:58:00
2259,889,sent,2025-03-01 12:00:00
2260,889,delivered,2025-03-01 12:52:00
2261,889,opened,2025-03-01 15:25:00
2262,890,sent,2025-03-02 09:00:00
2263,890,delivered,2025-03-02 09:50:00
2264,890,opened,2025-03-02 10:23:00
2265,891,sent,2025-03-02 13:00:00
2266,891,delivered,2025-03-02 13:42:00
2267,891,opened,2025-03-02 14:33:00
2268,891,clicked,2025-03-02 14:46:00
2269,892,sent,2025-03-01 18:00:00
2270,892,delivered,2025-03-01 18:31:00
2271,893,sent,2025-03-02 12:00:00
2272,893,delivered,2025-03-02 12:59:00
2273,893,opened,2025-03-02 14:07:00
2274,894,sent,2025-03-01 16:00:00
2275,894,delivered,2025-03-01 16:57:00
2276,895,sent,2025-03-02 13:00:00
2277,895,delivered,2025-03-02 13:06:00
2278,895,opened,2025-03-02 13:20:00
2279,895,clicked,2025-03-02 14:13:00
2280,896,sent,2025-03-01 11:00:00
2281,896,delivered,2025-03-01 11:02:00
2282,896,opened,2025-03-01 13:22:00
2283,896,clicked,2025-03-01 14:15:00
2284,897,sent,2025-03-01 19:00:00
2285,897,delivered,2025-03-01 19:10:00
2286,897,opened,2025-03-01 19:49:00
2287,898,sent,2025-03-01 18:00:00
2288,898,delivered,2025-03-01 18:43:00
2289,899,sent,2025-03-02 19:00:00
2290,899,delivered,2025-03-02 19:58:00
2291,899,opened,2025-03-02 23:11:00
2292,900,sent,2025-03-01 10:00:00
2293,900,delivered,2025-03-01 10:21:00
2294,901,sent,2025-03-02 13:00:00
2295,901,delivered,2025-03-02 13:51:00
2296,902,sent,2025-03-01 13:00:00
2297,902,delivered,2025-03-01 13:57:00
2298,902,opened,2025-03-01 17:06:00
2299,903,sent,2025-03-02 17:00:00
2300,903,delivered,2025-03-02 17:22:00
2301,904,sent,2025-03-02 17:00:00
2302,904,delivered,2025-03-02 17:58:00
2303,904,opened,2025-03-02 18:57:00
2304,904,clicked,2025-03-02 22:19:00
2305,905,sent,2025-03-01 18:00:00
2306,905,delivered,2025-03-01 18:05:00
2307,905,opened,2025-03-01 21:27:00
2308,906,sent,2025-03-01 10:00:00
2309,906,delivered,2025-03-01 10:50:00
2310,907,sent,2025-03-02 17:00:00
2311,907,delivered,2025-03-02 17:28:00
2312,908,sent,2025-03-02 14:00:00
2313,908,delivered,2025-03-02 14:31:00
2314,909,sent,2025-03-02 09:00:00
2315,909,delivered,2025-03-02 09:49:00
2316,909,opened,2025-03-02 10:37:00
2317,910,sent,2025-03-01 12:00:00
2318,910,delivered,2025-03-01 12:07:00
2319,911,sent,2025-03-01 09:00:00
2320,911,delivered,2025-03-01 09:57:00
2321,912,sent,2025-03-01 11:00:00
2322,912,delivered,2025-03-01 11:22:00
2323,913,sent,2025-03-02 15:00:00
2324,913,delivered,2025-03-02 15:50:00
2325,914,sent,2025-03-01 17:00:00
2326,914,delivered,2025-03-01 17:14:00
2327,914,opened,2025-03-01 17:17:00
2328,915,sent,2025-03-02 14:00:00
2329,915,delivered,2025-03-02 14:57:00
2330,916,sent,2025-03-01 13:00:00
2331,916,delivered,2025-03-01 13:13:00
2332,917,sent,2025-03-02 16:00:00
2333,917,delivered,2025-03-02 16:19:00
2334,917,opened,2025-03-02 17:42:00
2335,918,sent,2025-03-02 17:00:00
2336,918,delivered,2025-03-02 17:34:00
2337,918,opened,2025-03-02 17:35:00
2338,919,sent,2025-03-01 16:00:00
2339,919,delivered,2025-03-01 16:13:00
2340,919,clicked,2025-03-01 18:17:00
2341,920,sent,2025-03-02 12:00:00
2342,920,delivered,2025-03-02 12:43:00
2343,921,sent,2025-03-01 15:00:00
